,latitude,longitude,acq_date,acq_time
3898,-29.906999999999996,152.30200000000002,2019-11-07,2350
3899,-29.910999999999998,152.325,2019-11-07,2350
3900,-29.913,152.336,2019-11-07,2350
3901,-29.915,152.346,2019-11-07,2350
3902,-29.916,152.357,2019-11-07,2350
3903,-29.918000000000003,152.368,2019-11-07,2350
3904,-29.92,152.379,2019-11-07,2350
3905,-29.921999999999997,152.391,2019-11-07,2350
3906,-29.924,152.40200000000002,2019-11-07,2350
3907,-29.929000000000002,152.435,2019-11-07,2350
3908,-29.930999999999997,152.446,2019-11-07,2350
3909,-29.933000000000003,152.45600000000002,2019-11-07,2350
3910,-29.936,152.47799999999998,2019-11-07,2350
3911,-29.938000000000002,152.489,2019-11-07,2350
3912,-29.94,152.5,2019-11-07,2350
3913,-29.941999999999997,152.511,2019-11-07,2350
3914,-29.943,152.52200000000002,2019-11-07,2350
3915,-29.915,152.28799999999998,2019-11-07,2350
3916,-29.921,152.32299999999998,2019-11-07,2350
3917,-29.921999999999997,152.334,2019-11-07,2350
3919,-29.930999999999997,152.389,2019-11-07,2350
3920,-29.953000000000003,152.52,2019-11-07,2350
3921,-29.954,152.531,2019-11-07,2350
3922,-29.924,152.286,2019-11-07,2350
3923,-29.93,152.321,2019-11-07,2350
3924,-29.932,152.332,2019-11-07,2350
3925,-29.936999999999998,152.365,2019-11-07,2350
3926,-29.939,152.376,2019-11-07,2350
3927,-29.941,152.387,2019-11-07,2350
3928,-29.939,152.319,2019-11-07,2350
3929,-29.941,152.33,2019-11-07,2350
3930,-29.943,152.341,2019-11-07,2350
3931,-29.944000000000003,152.352,2019-11-07,2350
3932,-29.945999999999998,152.363,2019-11-07,2350
3933,-29.948,152.374,2019-11-07,2350
3935,-29.943,152.282,2019-11-07,2350
3936,-29.945,152.29399999999998,2019-11-07,2350
3937,-29.95,152.328,2019-11-07,2350
3938,-29.951999999999998,152.339,2019-11-07,2350
3939,-29.954,152.35,2019-11-07,2350
3940,-29.956,152.361,2019-11-07,2350
3941,-29.956999999999997,152.372,2019-11-07,2350
3943,-29.954,152.292,2019-11-07,2350
3944,-29.963,152.289,2019-11-07,2350
3945,-30.031,152.651,2019-11-07,2350
3946,-30.033,152.662,2019-11-07,2350
3947,-30.034000000000002,152.672,2019-11-07,2350
3948,-30.038,152.638,2019-11-07,2350
3949,-30.043000000000003,152.671,2019-11-07,2350
3951,-30.044,152.631,2019-11-07,2350
3952,-29.997,152.28799999999998,2019-11-07,2350
3953,-30.073,152.692,2019-11-07,2350
3954,-30.075,152.703,2019-11-07,2350
3955,-30.07,152.615,2019-11-07,2350
3956,-30.090999999999998,152.688,2019-11-07,2350
3957,-30.136999999999997,152.857,2019-11-07,2350
3958,-30.14,152.53799999999998,2019-11-07,2350
3960,-29.956,151.369,2019-11-07,2350
3961,-29.965,151.36700000000002,2019-11-07,2350
3962,-29.975,151.365,2019-11-07,2350
3963,-29.976999999999997,151.377,2019-11-07,2350
3964,-29.979,151.389,2019-11-07,2350
3965,-29.980999999999998,151.401,2019-11-07,2350
3966,-29.983,151.41299999999998,2019-11-07,2350
3967,-29.985,151.42600000000002,2019-11-07,2350
3968,-29.987,151.438,2019-11-07,2350
3969,-29.989,151.45,2019-11-07,2350
3970,-29.991,151.399,2019-11-07,2350
3971,-29.993000000000002,151.411,2019-11-07,2350
3972,-29.995,151.423,2019-11-07,2350
3973,-29.997,151.436,2019-11-07,2350
3974,-29.999000000000002,151.447,2019-11-07,2350
3975,-30.71,152.694,2019-11-07,2350
3976,-30.713,152.715,2019-11-07,2350
3977,-30.721999999999998,152.713,2019-11-07,2350
3978,-30.709,152.178,2019-11-07,2350
3979,-30.711,152.188,2019-11-07,2350
3980,-30.717,152.165,2019-11-07,2350
3981,-30.718000000000004,152.17600000000002,2019-11-07,2350
3982,-30.72,152.186,2019-11-07,2350
3983,-30.724,152.15200000000002,2019-11-07,2350
3984,-30.726,152.16299999999998,2019-11-07,2350
3985,-30.739,152.126,2019-11-07,2350
3986,-30.741,152.137,2019-11-07,2350
3987,-30.743000000000002,152.148,2019-11-07,2350
3988,-30.81,152.231,2019-11-07,2350
3990,-30.822,152.30700000000002,2019-11-07,2350
3991,-30.819000000000003,152.22899999999998,2019-11-07,2350
3992,-30.820999999999998,152.24,2019-11-07,2350
3993,-30.823,152.251,2019-11-07,2350
3994,-30.83,152.295,2019-11-07,2350
3995,-30.831999999999997,152.306,2019-11-07,2350
3996,-30.837,152.338,2019-11-07,2350
3997,-30.839000000000002,152.349,2019-11-07,2350
3998,-30.843000000000004,152.315,2019-11-07,2350
3999,-30.845,152.325,2019-11-07,2350
4000,-30.846,152.33700000000002,2019-11-07,2350
4001,-30.848000000000003,152.347,2019-11-07,2350
4002,-30.85,152.358,2019-11-07,2350
4003,-30.851999999999997,152.313,2019-11-07,2350
4004,-30.854,152.32399999999998,2019-11-07,2350
4005,-30.855999999999998,152.335,2019-11-07,2350
4006,-30.859,152.356,2019-11-07,2350
4007,-30.861,152.36700000000002,2019-11-07,2350
4008,-30.863000000000003,152.378,2019-11-07,2350
4009,-30.858,152.29,2019-11-07,2350
4010,-30.86,152.30100000000002,2019-11-07,2350
4011,-30.865,152.333,2019-11-07,2350
4012,-30.866999999999997,152.344,2019-11-07,2350
4013,-30.868000000000002,152.35399999999998,2019-11-07,2350
4014,-30.87,152.365,2019-11-07,2350
4015,-30.875999999999998,152.342,2019-11-07,2350
4016,-30.878,152.352,2019-11-07,2350
4017,-30.904,152.124,2019-11-07,2350
4018,-30.906,152.134,2019-11-07,2350
4019,-30.96,152.408,2019-11-07,2350
4020,-30.916999999999998,152.08700000000002,2019-11-07,2350
4021,-30.923000000000002,152.002,2019-11-07,2350
4022,-30.932,152.001,2019-11-07,2350
4023,-30.958000000000002,152.159,2019-11-07,2350
4024,-30.979,152.292,2019-11-07,2350
4025,-30.941999999999997,151.999,2019-11-07,2350
4026,-30.943,152.01,2019-11-07,2350
4027,-30.983,152.257,2019-11-07,2350
4028,-30.985,152.268,2019-11-07,2350
4029,-30.987,152.279,2019-11-07,2350
4030,-30.988000000000003,152.29,2019-11-07,2350
4031,-30.953000000000003,152.00799999999998,2019-11-07,2350
4032,-30.955,152.019,2019-11-07,2350
4033,-30.959,152.012,2019-11-07,2350
4034,-30.961,152.023,2019-11-07,2350
4035,-30.963,152.035,2019-11-07,2350
4036,-30.965,152.047,2019-11-07,2350
4037,-30.967,152.058,2019-11-07,2350
4038,-31.000999999999998,152.27,2019-11-07,2350
4039,-31.003,152.281,2019-11-07,2350
4040,-31.005,152.292,2019-11-07,2350
4041,-30.97,152.02100000000002,2019-11-07,2350
4042,-30.971999999999998,152.033,2019-11-07,2350
4043,-30.974,152.04399999999998,2019-11-07,2350
4044,-30.976,152.056,2019-11-07,2350
4045,-30.978,152.067,2019-11-07,2350
4046,-30.979,152.078,2019-11-07,2350
4047,-30.998,152.189,2019-11-07,2350
4048,-31.01,152.267,2019-11-07,2350
4049,-31.011999999999997,152.279,2019-11-07,2350
4050,-31.014,152.29,2019-11-07,2350
4051,-31.017,152.312,2019-11-07,2350
4052,-30.987,152.064,2019-11-07,2350
4053,-30.989,152.076,2019-11-07,2350
4054,-31.006999999999998,152.187,2019-11-07,2350
4055,-31.041,152.39700000000002,2019-11-07,2350
4056,-30.996,152.062,2019-11-07,2350
4057,-30.998,152.07299999999998,2019-11-07,2350
4058,-31.0,152.084,2019-11-07,2350
4059,-31.018,152.196,2019-11-07,2350
4060,-31.02,152.207,2019-11-07,2350
4061,-31.006999999999998,152.071,2019-11-07,2350
4062,-31.009,152.082,2019-11-07,2350
4063,-31.025,152.184,2019-11-07,2350
4064,-31.026999999999997,152.194,2019-11-07,2350
4065,-31.043000000000003,152.29399999999998,2019-11-07,2350
4066,-31.045,152.305,2019-11-07,2350
4067,-31.016,152.069,2019-11-07,2350
4068,-31.045,152.248,2019-11-07,2350
4069,-31.051,152.281,2019-11-07,2350
4070,-31.052,152.292,2019-11-07,2350
4071,-31.026,152.06799999999998,2019-11-07,2350
4072,-31.053,152.234,2019-11-07,2350
4073,-31.055,152.246,2019-11-07,2350
4074,-31.096999999999998,152.509,2019-11-07,2350
4075,-31.098000000000003,152.519,2019-11-07,2350
4076,-31.035,152.065,2019-11-07,2350
4077,-31.037,152.077,2019-11-07,2350
4079,-31.055,152.189,2019-11-07,2350
4080,-31.059,152.211,2019-11-07,2350
4081,-31.06,152.221,2019-11-07,2350
4082,-31.061999999999998,152.232,2019-11-07,2350
4083,-31.064,152.243,2019-11-07,2350
4084,-31.066,152.255,2019-11-07,2350
4085,-31.105999999999998,152.506,2019-11-07,2350
4086,-31.107,152.517,2019-11-07,2350
4087,-31.048000000000002,152.08700000000002,2019-11-07,2350
4088,-31.066,152.19899999999998,2019-11-07,2350
4089,-31.068,152.209,2019-11-07,2350
4090,-31.07,152.22,2019-11-07,2350
4091,-31.070999999999998,152.23,2019-11-07,2350
4092,-31.073,152.241,2019-11-07,2350
4093,-31.075,152.252,2019-11-07,2350
4094,-31.076999999999998,152.264,2019-11-07,2350
4095,-31.057,152.085,2019-11-07,2350
4096,-31.066,152.14,2019-11-07,2350
4097,-31.073,152.185,2019-11-07,2350
4098,-31.075,152.196,2019-11-07,2350
4099,-31.076999999999998,152.208,2019-11-07,2350
4100,-31.079,152.218,2019-11-07,2350
4101,-31.116,152.44899999999998,2019-11-07,2350
4102,-31.116999999999997,152.46,2019-11-07,2350
4103,-31.064,152.089,2019-11-07,2350
4104,-31.066,152.1,2019-11-07,2350
4105,-31.068,152.111,2019-11-07,2350
4106,-31.069000000000003,152.122,2019-11-07,2350
4107,-31.070999999999998,152.13299999999998,2019-11-07,2350
4108,-31.073,152.144,2019-11-07,2350
4109,-31.075,152.155,2019-11-07,2350
4110,-31.076999999999998,152.166,2019-11-07,2350
4111,-31.079,152.17700000000002,2019-11-07,2350
4112,-31.121,152.441,2019-11-07,2350
4113,-31.123,152.453,2019-11-07,2350
4114,-31.075,152.09799999999998,2019-11-07,2350
4115,-31.079,152.121,2019-11-07,2350
4116,-31.081,152.131,2019-11-07,2350
4117,-31.081999999999997,152.142,2019-11-07,2350
4118,-31.084,152.153,2019-11-07,2350
4119,-31.113000000000003,152.274,2019-11-07,2350
4120,-31.115,152.284,2019-11-07,2350
4121,-31.116999999999997,152.295,2019-11-07,2350
4122,-31.119,152.25,2019-11-07,2350
4123,-31.121,152.261,2019-11-07,2350
4124,-31.123,152.27200000000002,2019-11-07,2350
4125,-31.125999999999998,152.29399999999998,2019-11-07,2350
4126,-31.13,152.316,2019-11-07,2350
4127,-31.131,152.327,2019-11-07,2350
4128,-31.133000000000003,152.338,2019-11-07,2350
4129,-31.135,152.349,2019-11-07,2350
4130,-31.154,152.468,2019-11-07,2350
4131,-31.125999999999998,152.237,2019-11-07,2350
4132,-31.128,152.248,2019-11-07,2350
4133,-31.136,152.235,2019-11-07,2350
4134,-31.136999999999997,152.246,2019-11-07,2350
4135,-31.15,152.32299999999998,2019-11-07,2350
4136,-31.151999999999997,152.334,2019-11-07,2350
4137,-31.147,152.244,2019-11-07,2350
4138,-31.151999999999997,152.27700000000002,2019-11-07,2350
4139,-31.154,152.28799999999998,2019-11-07,2350
4140,-31.232,152.55700000000002,2019-11-07,2350
4141,-31.234,152.56799999999998,2019-11-07,2350
4142,-31.165,152.084,2019-11-07,2350
4143,-31.166999999999998,152.095,2019-11-07,2350
4144,-31.169,152.106,2019-11-07,2350
4146,-31.171999999999997,152.07,2019-11-07,2350
4147,-31.174,152.082,2019-11-07,2350
4148,-31.176,152.093,2019-11-07,2350
4149,-31.205,152.27,2019-11-07,2350
4150,-31.178,152.045,2019-11-07,2350
4151,-31.18,152.05700000000002,2019-11-07,2350
4152,-31.182,152.06799999999998,2019-11-07,2350
4153,-31.2,152.18,2019-11-07,2350
4154,-31.261,152.562,2019-11-07,2350
4155,-31.2,152.122,2019-11-07,2350
4156,-31.201999999999998,152.134,2019-11-07,2350
4157,-31.209,152.12,2019-11-07,2350
4158,-31.211,152.132,2019-11-07,2350
4159,-31.213,152.143,2019-11-07,2350
4160,-31.225,152.22,2019-11-07,2350
4161,-31.226999999999997,152.231,2019-11-07,2350
4162,-31.314,152.774,2019-11-07,2350
4163,-31.315,152.785,2019-11-07,2350
4164,-31.320999999999998,152.761,2019-11-07,2350
4165,-31.323,152.77200000000002,2019-11-07,2350
4166,-31.23,152.128,2019-11-07,2350
4167,-31.232,152.139,2019-11-07,2350
4168,-31.24,152.194,2019-11-07,2350
4169,-31.241999999999997,152.205,2019-11-07,2350
4170,-31.232,152.08100000000002,2019-11-07,2350
4171,-31.237,152.114,2019-11-07,2350
4172,-31.239,152.126,2019-11-07,2350
4173,-31.241,152.137,2019-11-07,2350
4174,-31.25,152.192,2019-11-07,2350
4175,-31.258000000000003,152.247,2019-11-07,2350
4176,-31.26,152.25799999999998,2019-11-07,2350
4177,-31.264,152.28,2019-11-07,2350
4178,-31.265,152.29,2019-11-07,2350
4179,-31.236,152.045,2019-11-07,2350
4180,-31.25,152.135,2019-11-07,2350
4181,-31.252,152.14600000000002,2019-11-07,2350
4182,-31.254,152.157,2019-11-07,2350
4183,-31.255,152.168,2019-11-07,2350
4184,-31.256999999999998,152.179,2019-11-07,2350
4185,-31.259,152.19,2019-11-07,2350
4186,-31.261,152.2,2019-11-07,2350
4187,-31.268,152.245,2019-11-07,2350
4188,-31.269000000000002,152.256,2019-11-07,2350
4189,-31.271,152.267,2019-11-07,2350
4190,-31.275,152.28799999999998,2019-11-07,2350
4191,-31.24,152.03799999999998,2019-11-07,2350
4192,-31.241999999999997,152.049,2019-11-07,2350
4193,-31.261,152.161,2019-11-07,2350
4194,-31.261999999999997,152.172,2019-11-07,2350
4195,-31.264,152.183,2019-11-07,2350
4196,-31.266,152.194,2019-11-07,2350
4197,-31.443,152.829,2019-11-07,2350
4198,-31.444000000000003,152.84,2019-11-07,2350
4199,-31.451999999999998,152.827,2019-11-07,2350
4200,-31.453000000000003,152.838,2019-11-07,2350
4201,-31.465,152.863,2019-11-07,2350
4202,-31.476,152.871,2019-11-07,2350
4203,-31.489,152.835,2019-11-07,2350
4204,-31.409000000000002,152.269,2019-11-07,2350
4205,-31.41,152.28,2019-11-07,2350
4206,-31.416,152.256,2019-11-07,2350
4207,-31.418000000000003,152.267,2019-11-07,2350
4208,-31.42,152.278,2019-11-07,2350
4209,-31.425,152.255,2019-11-07,2350
4210,-31.427,152.265,2019-11-07,2350
4211,-31.429000000000002,152.276,2019-11-07,2350
4213,-31.445999999999998,152.205,2019-11-07,2350
4214,-31.448,152.216,2019-11-07,2350
4215,-31.761,152.748,2019-11-07,2350
4216,-31.769000000000002,152.736,2019-11-07,2350
4217,-31.771,152.747,2019-11-07,2350
4218,-31.772,152.757,2019-11-07,2350
4219,-31.778000000000002,152.734,2019-11-07,2350
4221,-31.781,152.755,2019-11-07,2350
4222,-31.703000000000003,152.19899999999998,2019-11-07,2350
4223,-31.705,152.21,2019-11-07,2350
4224,-31.712,152.197,2019-11-07,2350
4225,-31.714000000000002,152.208,2019-11-07,2350
4226,-31.715999999999998,152.219,2019-11-07,2350
4227,-31.796,152.73,2019-11-07,2350
4228,-31.798000000000002,152.741,2019-11-07,2350
4229,-31.721,152.195,2019-11-07,2350
4230,-31.723000000000003,152.20600000000002,2019-11-07,2350
4231,-31.725,152.217,2019-11-07,2350
4232,-31.726999999999997,152.22799999999998,2019-11-07,2350
4233,-31.728,152.239,2019-11-07,2350
4234,-31.73,152.25,2019-11-07,2350
4235,-31.726999999999997,152.187,2019-11-07,2350
4236,-31.728,152.19799999999998,2019-11-07,2350
4237,-31.73,152.209,2019-11-07,2350
4238,-31.732,152.22,2019-11-07,2350
4239,-31.734,152.231,2019-11-07,2350
4240,-31.735,152.24200000000002,2019-11-07,2350
4241,-31.73,152.15200000000002,2019-11-07,2350
4242,-31.734,152.174,2019-11-07,2350
4243,-31.831999999999997,152.672,2019-11-07,2350
4244,-31.834,152.68200000000002,2019-11-07,2350
4245,-31.837,152.704,2019-11-07,2350
4246,-31.839000000000002,152.715,2019-11-07,2350
4247,-31.843000000000004,152.68,2019-11-07,2350
4248,-31.845,152.691,2019-11-07,2350
4249,-31.846,152.702,2019-11-07,2350
4250,-31.737,151.955,2019-11-07,2350
4251,-31.739,151.966,2019-11-07,2350
4252,-31.74,151.977,2019-11-07,2350
4253,-31.855,152.7,2019-11-07,2350
4254,-31.746,151.952,2019-11-07,2350
4255,-31.748,151.964,2019-11-07,2350
4256,-31.98,152.381,2019-11-07,2350
4257,-31.982,152.392,2019-11-07,2350
4258,-31.984,152.403,2019-11-07,2350
4259,-31.985,152.414,2019-11-07,2350
4260,-31.989,152.379,2019-11-07,2350
4261,-31.991,152.39,2019-11-07,2350
4262,-31.993000000000002,152.401,2019-11-07,2350
4263,-31.995,152.412,2019-11-07,2350
4264,-31.996,152.423,2019-11-07,2350
4265,-31.998,152.433,2019-11-07,2350
4266,-31.997,152.366,2019-11-07,2350
4267,-31.999000000000002,152.377,2019-11-07,2350
4268,-32.0,152.388,2019-11-07,2350
4269,-32.001999999999995,152.399,2019-11-07,2350
4270,-32.004,152.41,2019-11-07,2350
4271,-32.005,152.421,2019-11-07,2350
4272,-32.007,152.43200000000002,2019-11-07,2350
4273,-32.006,152.364,2019-11-07,2350
4274,-32.008,152.375,2019-11-07,2350
4275,-32.009,152.386,2019-11-07,2350
4276,-32.010999999999996,152.39700000000002,2019-11-07,2350
4277,-32.013000000000005,152.408,2019-11-07,2350
4278,-32.015,152.41899999999998,2019-11-07,2350
4279,-32.016,152.43,2019-11-07,2350
4280,-32.02,152.395,2019-11-07,2350
4281,-32.022,152.406,2019-11-07,2350
4282,-33.03,150.463,2019-11-07,2350
4283,-33.032,150.476,2019-11-07,2350
4284,-33.034,150.488,2019-11-07,2350
4285,-33.035,150.436,2019-11-07,2350
4286,-33.037,150.44899999999998,2019-11-07,2350
4288,-33.046,150.498,2019-11-07,2350
4289,-33.048,150.51,2019-11-07,2350
4290,-33.05,150.52200000000002,2019-11-07,2350
4291,-33.055,150.496,2019-11-07,2350
4292,-33.056999999999995,150.50799999999998,2019-11-07,2350
4293,-33.059,150.52,2019-11-07,2350
4295,-33.059,150.45600000000002,2019-11-07,2350
4296,-33.061,150.469,2019-11-07,2350
4297,-33.063,150.481,2019-11-07,2350
4298,-33.065,150.493,2019-11-07,2350
4299,-33.067,150.506,2019-11-07,2350
4300,-33.071999999999996,150.47899999999998,2019-11-07,2350
4301,-33.075,150.491,2019-11-07,2350
4302,-33.082,150.476,2019-11-07,2350
4303,-33.084,150.489,2019-11-07,2350
4304,-33.086,150.501,2019-11-07,2350
4305,-33.088,150.513,2019-11-07,2350
4306,-33.096,150.499,2019-11-07,2350
4307,-33.098,150.511,2019-11-07,2350
4308,-33.1,150.523,2019-11-07,2350
4309,-33.102,150.535,2019-11-07,2350
4310,-33.108000000000004,150.50799999999998,2019-11-07,2350
4311,-33.11,150.52100000000002,2019-11-07,2350
4312,-33.111999999999995,150.533,2019-11-07,2350
4313,-33.114000000000004,150.545,2019-11-07,2350
4314,-33.116,150.558,2019-11-07,2350
4315,-33.111,150.514,2019-11-07,2350
4316,-33.113,150.526,2019-11-07,2350
4317,-33.088,150.325,2019-11-07,2350
4318,-33.09,150.33700000000002,2019-11-07,2350
4319,-33.129,150.561,2019-11-07,2350
4320,-33.131,150.57299999999998,2019-11-07,2350
4321,-33.117,150.435,2019-11-07,2350
4322,-33.119,150.44799999999998,2019-11-07,2350
4323,-33.139,150.558,2019-11-07,2350
4324,-33.129,150.445,2019-11-07,2350
4325,-33.131,150.458,2019-11-07,2350
4326,-33.133,150.47,2019-11-07,2350
4327,-33.135,150.482,2019-11-07,2350
4330,-33.14,150.391,2019-11-07,2350
4331,-33.141999999999996,150.403,2019-11-07,2350
4460,-33.745,150.461,2019-11-08,410
4461,-33.736999999999995,150.468,2019-11-08,410
4462,-33.739000000000004,150.454,2019-11-08,410
4463,-33.168,150.57299999999998,2019-11-08,410
4464,-33.145,150.607,2019-11-08,410
4465,-33.148,150.592,2019-11-08,410
4466,-33.153,150.563,2019-11-08,410
4467,-33.156,150.548,2019-11-08,410
4468,-33.161,150.519,2019-11-08,410
4469,-33.138000000000005,150.589,2019-11-08,410
4470,-33.14,150.575,2019-11-08,410
4471,-33.143,150.56,2019-11-08,410
4472,-33.153,150.502,2019-11-08,410
4473,-33.156,150.488,2019-11-08,410
4474,-33.158,150.474,2019-11-08,410
4475,-33.143,150.5,2019-11-08,410
4476,-33.145,150.485,2019-11-08,410
4477,-33.148,150.471,2019-11-08,410
4478,-33.122,150.555,2019-11-08,410
4479,-33.14,150.454,2019-11-08,410
4480,-33.111999999999995,150.55200000000002,2019-11-08,410
4481,-33.115,150.537,2019-11-08,410
4482,-33.104,150.535,2019-11-08,410
4483,-33.094,150.532,2019-11-08,410
4484,-33.084,150.529,2019-11-08,410
4485,-33.088,150.523,2019-11-08,410
4486,-33.075,150.536,2019-11-08,410
4487,-33.078,150.52100000000002,2019-11-08,410
4488,-33.08,150.506,2019-11-08,410
4489,-33.065,150.533,2019-11-08,410
4490,-33.067,150.518,2019-11-08,410
4491,-33.07,150.503,2019-11-08,410
4492,-33.056999999999995,150.515,2019-11-08,410
4493,-32.056999999999995,152.46,2019-11-08,410
4494,-32.045,152.45600000000002,2019-11-08,410
4495,-32.049,152.437,2019-11-08,410
4496,-32.03,152.472,2019-11-08,410
4497,-32.034,152.453,2019-11-08,410
4498,-32.037,152.434,2019-11-08,410
4499,-32.041,152.415,2019-11-08,410
4500,-32.018,152.469,2019-11-08,410
4501,-32.022,152.45,2019-11-08,410
4502,-32.025999999999996,152.43,2019-11-08,410
4503,-32.029,152.411,2019-11-08,410
4504,-32.006,152.466,2019-11-08,410
4505,-32.01,152.446,2019-11-08,410
4506,-32.014,152.42600000000002,2019-11-08,410
4507,-32.018,152.408,2019-11-08,410
4508,-31.998,152.44299999999998,2019-11-08,410
4509,-32.001999999999995,152.423,2019-11-08,410
4510,-32.006,152.404,2019-11-08,410
4511,-32.01,152.385,2019-11-08,410
4512,-32.013000000000005,152.366,2019-11-08,410
4513,-31.99,152.42,2019-11-08,410
4514,-31.994,152.401,2019-11-08,410
4515,-31.998,152.382,2019-11-08,410
4516,-32.001999999999995,152.363,2019-11-08,410
4517,-31.982,152.398,2019-11-08,410
4518,-31.986,152.379,2019-11-08,410
4519,-31.993000000000002,152.434,2019-11-08,410
4520,-31.997,152.414,2019-11-08,410
4522,-31.985,152.412,2019-11-08,410
4523,-31.989,152.392,2019-11-08,410
4524,-31.991999999999997,152.374,2019-11-08,410
4525,-31.976999999999997,152.389,2019-11-08,410
4526,-31.980999999999998,152.37,2019-11-08,410
4527,-31.855,152.688,2019-11-08,410
4529,-31.843000000000004,152.684,2019-11-08,410
4530,-31.846999999999998,152.664,2019-11-08,410
4531,-31.853,152.68200000000002,2019-11-08,410
4532,-31.840999999999998,152.678,2019-11-08,410
4533,-31.781,152.725,2019-11-08,410
4534,-31.785,152.705,2019-11-08,410
4535,-31.765,152.74200000000002,2019-11-08,410
4536,-31.769000000000002,152.722,2019-11-08,410
4537,-31.748,152.759,2019-11-08,410
4538,-31.752,152.739,2019-11-08,410
4539,-31.756999999999998,152.719,2019-11-08,410
4540,-31.746,152.751,2019-11-08,410
4541,-31.75,152.731,2019-11-08,410
4542,-31.748,152.29399999999998,2019-11-08,410
4543,-31.750999999999998,152.274,2019-11-08,410
4544,-31.755,152.255,2019-11-08,410
4545,-31.736,152.291,2019-11-08,410
4546,-31.74,152.27100000000002,2019-11-08,410
4547,-31.744,152.252,2019-11-08,410
4548,-31.747,152.233,2019-11-08,410
4549,-31.750999999999998,152.214,2019-11-08,410
4550,-31.713,152.344,2019-11-08,410
4551,-31.717,152.32399999999998,2019-11-08,410
4552,-31.724,152.287,2019-11-08,410
4553,-31.728,152.267,2019-11-08,410
4554,-31.732,152.249,2019-11-08,410
4555,-31.736,152.23,2019-11-08,410
4556,-31.739,152.21,2019-11-08,410
4557,-31.743000000000002,152.191,2019-11-08,410
4558,-31.747,152.172,2019-11-08,410
4559,-31.750999999999998,152.153,2019-11-08,410
4560,-31.744,152.287,2019-11-08,410
4561,-31.747,152.267,2019-11-08,410
4562,-31.750999999999998,152.249,2019-11-08,410
4563,-31.755,152.23,2019-11-08,410
4564,-31.721,152.341,2019-11-08,410
4565,-31.732,152.284,2019-11-08,410
4566,-31.736,152.264,2019-11-08,410
4567,-31.739,152.245,2019-11-08,410
4568,-31.743000000000002,152.226,2019-11-08,410
4569,-31.705,152.357,2019-11-08,410
4570,-31.709,152.33700000000002,2019-11-08,410
4571,-31.72,152.28,2019-11-08,410
4572,-31.724,152.26,2019-11-08,410
4573,-31.728,152.24200000000002,2019-11-08,410
4574,-31.730999999999998,152.22299999999998,2019-11-08,410
4575,-31.735,152.203,2019-11-08,410
4576,-31.743000000000002,152.164,2019-11-08,410
4577,-31.708000000000002,152.27700000000002,2019-11-08,410
4578,-31.712,152.257,2019-11-08,410
4579,-31.715999999999998,152.239,2019-11-08,410
4580,-31.72,152.219,2019-11-08,410
4581,-31.723000000000003,152.19899999999998,2019-11-08,410
4582,-31.7,152.254,2019-11-08,410
4583,-31.704,152.235,2019-11-08,410
4584,-31.708000000000002,152.216,2019-11-08,410
4585,-31.712,152.197,2019-11-08,410
4586,-31.693,152.232,2019-11-08,410
4587,-31.695999999999998,152.21200000000002,2019-11-08,410
4588,-31.7,152.19299999999998,2019-11-08,410
4589,-31.743000000000002,151.971,2019-11-08,410
4590,-31.747,151.953,2019-11-08,410
4591,-31.685,152.207,2019-11-08,410
4592,-31.689,152.189,2019-11-08,410
4593,-31.732,151.968,2019-11-08,410
4594,-31.736,151.94899999999998,2019-11-08,410
4595,-31.735,151.891,2019-11-08,410
4596,-31.738000000000003,151.876,2019-11-08,410
4597,-31.726,151.872,2019-11-08,410
4598,-31.712,151.885,2019-11-08,410
4600,-31.715,151.88,2019-11-08,410
4601,-31.471999999999998,152.278,2019-11-08,410
4602,-31.476,152.25799999999998,2019-11-08,410
4603,-31.48,152.239,2019-11-08,410
4604,-31.449,152.334,2019-11-08,410
4605,-31.453000000000003,152.313,2019-11-08,410
4606,-31.456999999999997,152.295,2019-11-08,410
4607,-31.461,152.276,2019-11-08,410
4608,-31.465,152.255,2019-11-08,410
4609,-31.469,152.235,2019-11-08,410
4610,-31.471999999999998,152.216,2019-11-08,410
4611,-31.436999999999998,152.332,2019-11-08,410
4612,-31.441,152.311,2019-11-08,410
4613,-31.445,152.293,2019-11-08,410
4614,-31.449,152.27200000000002,2019-11-08,410
4615,-31.453000000000003,152.251,2019-11-08,410
4616,-31.456999999999997,152.232,2019-11-08,410
4617,-31.461,152.21200000000002,2019-11-08,410
4618,-31.46,152.308,2019-11-08,410
4619,-31.464000000000002,152.29,2019-11-08,410
4620,-31.467,152.27,2019-11-08,410
4621,-31.471,152.25,2019-11-08,410
4622,-31.475,152.23,2019-11-08,410
4623,-31.444000000000003,152.326,2019-11-08,410
4624,-31.448,152.306,2019-11-08,410
4625,-31.451999999999998,152.287,2019-11-08,410
4626,-31.456,152.266,2019-11-08,410
4627,-31.459,152.246,2019-11-08,410
4628,-31.463,152.227,2019-11-08,410
4629,-31.467,152.207,2019-11-08,410
4630,-31.432,152.32299999999998,2019-11-08,410
4631,-31.436,152.304,2019-11-08,410
4632,-31.44,152.285,2019-11-08,410
4633,-31.444000000000003,152.263,2019-11-08,410
4634,-31.448,152.243,2019-11-08,410
4635,-31.451,152.224,2019-11-08,410
4636,-31.455,152.204,2019-11-08,410
4637,-31.424,152.30100000000002,2019-11-08,410
4638,-31.428,152.281,2019-11-08,410
4639,-31.432,152.26,2019-11-08,410
