,latitude,longitude,acq_date,acq_time
1119,-30.934,152.028,2019-11-06,420
1120,-30.94,152.002,2019-11-06,420
1121,-30.89,152.02,2019-11-06,420
1122,-30.75,152.165,2019-11-06,420
1123,-30.756999999999998,152.134,2019-11-06,420
1124,-30.75,152.157,2019-11-06,420
1125,-29.926,152.297,2019-11-06,420
1127,-29.804000000000002,152.28799999999998,2019-11-06,420
1128,-29.789,152.285,2019-11-06,420
1129,-29.807,152.282,2019-11-06,420
1131,-30.320999999999998,148.984,2019-11-06,420
1132,-30.309,148.98,2019-11-06,420
1133,-30.313000000000002,148.961,2019-11-06,420
1134,-30.316999999999997,148.975,2019-11-06,420
1135,-30.32,148.95600000000002,2019-11-06,420
1136,-30.305,148.972,2019-11-06,420
1137,-30.308000000000003,148.953,2019-11-06,420
1138,-29.523000000000003,152.358,2019-11-06,420
1139,-29.531,152.322,2019-11-06,420
1140,-29.514,152.349,2019-11-06,420
1141,-29.522,152.315,2019-11-06,420
1142,-29.808000000000003,149.08700000000002,2019-11-06,420
1143,-29.236,151.562,2019-11-06,420
1144,-29.243000000000002,151.533,2019-11-06,420
1145,-29.249000000000002,151.504,2019-11-06,420
1146,-29.221999999999998,151.558,2019-11-06,420
1147,-29.228,151.529,2019-11-06,420
1148,-29.235,151.5,2019-11-06,420
1149,-29.241,151.471,2019-11-06,420
1150,-29.247,151.44299999999998,2019-11-06,420
1151,-29.253,151.416,2019-11-06,420
1152,-29.22,151.498,2019-11-06,420
1153,-29.226,151.468,2019-11-06,420
1154,-29.237,151.555,2019-11-06,420
1155,-29.243000000000002,151.525,2019-11-06,420
1156,-29.249000000000002,151.496,2019-11-06,420
1157,-29.221999999999998,151.55,2019-11-06,420
1158,-29.228,151.52100000000002,2019-11-06,420
1159,-29.234,151.493,2019-11-06,420
1160,-29.241,151.464,2019-11-06,420
1161,-29.247,151.436,2019-11-06,420
1162,-29.22,151.49,2019-11-06,420
1163,-29.226,151.46,2019-11-06,420
1310,-33.101,150.46,2019-11-06,1210
1311,-33.103,150.453,2019-11-06,1210
1312,-31.201999999999998,152.24200000000002,2019-11-06,1210
1314,-31.189,152.239,2019-11-06,1210
1315,-31.195,151.998,2019-11-06,1210
1317,-31.191,152.233,2019-11-06,1210
1318,-31.199,151.993,2019-11-06,1210
1319,-31.184,152.014,2019-11-06,1210
1320,-31.186,151.99200000000002,2019-11-06,1210
1321,-31.135,152.274,2019-11-06,1210
1324,-31.006,152.107,2019-11-06,1210
1326,-31.009,152.099,2019-11-06,1210
1327,-30.994,152.124,2019-11-06,1210
1328,-30.996,152.099,2019-11-06,1210
1330,-30.983,152.09799999999998,2019-11-06,1210
1331,-30.985,152.07399999999998,2019-11-06,1210
1332,-30.971,152.075,2019-11-06,1210
1334,-30.96,152.05100000000002,2019-11-06,1210
1336,-30.936,152.02100000000002,2019-11-06,1210
1338,-30.94,152.015,2019-11-06,1210
1339,-30.849,152.292,2019-11-06,1210
1341,-30.836,152.29,2019-11-06,1210
1342,-30.837,152.304,2019-11-06,1210
1343,-30.838,152.284,2019-11-06,1210
1344,-30.743000000000002,152.175,2019-11-06,1210
1345,-30.745,152.17,2019-11-06,1210
1347,-29.919,152.30200000000002,2019-11-06,1210
1348,-29.92,152.29399999999998,2019-11-06,1210
1349,-29.791,152.296,2019-11-06,1210
1350,-29.581,152.327,2019-11-06,1210
1351,-29.555999999999997,152.31799999999998,2019-11-06,1210
1353,-29.518,152.314,2019-11-06,1210
1354,-29.503,152.334,2019-11-06,1210
1355,-29.248,151.55200000000002,2019-11-06,1210
1356,-29.25,151.52700000000002,2019-11-06,1210
1357,-29.24,151.54399999999998,2019-11-06,1210
1358,-29.221999999999998,151.591,2019-11-06,1210
1359,-29.224,151.567,2019-11-06,1210
1360,-29.226,151.543,2019-11-06,1210
1361,-29.233,151.467,2019-11-06,1210
1362,-29.235,151.442,2019-11-06,1210
1363,-29.206999999999997,151.612,2019-11-06,1210
1364,-29.209,151.588,2019-11-06,1210
1365,-29.211,151.565,2019-11-06,1210
1366,-29.213,151.54,2019-11-06,1210
1367,-29.215,151.515,2019-11-06,1210
1368,-29.217,151.489,2019-11-06,1210
1370,-29.197,151.563,2019-11-06,1210
1371,-29.199,151.53799999999998,2019-11-06,1210
1372,-29.189,151.555,2019-11-06,1210
1373,-29.191,151.531,2019-11-06,1210
1374,-28.122,152.447,2019-11-06,1210
1375,-27.316,147.989,2019-11-06,1210
1376,-27.328000000000003,147.984,2019-11-06,1210
1377,-24.686,152.118,2019-11-06,1210
1378,-24.686999999999998,152.099,2019-11-06,1210
1379,-24.693,152.112,2019-11-06,1210
1489,-33.098,150.451,2019-11-06,1525
1490,-33.1,150.464,2019-11-06,1525
1491,-33.108000000000004,150.44899999999998,2019-11-06,1525
1492,-33.109,150.46200000000002,2019-11-06,1525
1494,-24.224,147.644,2019-11-06,1520
1495,-26.589000000000002,147.791,2019-11-06,1520
1496,-27.311999999999998,148.004,2019-11-06,1520
1497,-27.320999999999998,148.002,2019-11-06,1520
1499,-29.19,151.53,2019-11-06,1520
1500,-29.191999999999997,151.542,2019-11-06,1520
1501,-29.193,151.555,2019-11-06,1520
1502,-29.195,151.56799999999998,2019-11-06,1520
1503,-29.198,151.594,2019-11-06,1520
1504,-29.199,151.606,2019-11-06,1520
1505,-29.201,151.541,2019-11-06,1520
1506,-29.203000000000003,151.553,2019-11-06,1520
1507,-29.205,151.566,2019-11-06,1520
1508,-29.206,151.579,2019-11-06,1520
1509,-29.208000000000002,151.592,2019-11-06,1520
1510,-29.209,151.60399999999998,2019-11-06,1520
1511,-29.206999999999997,151.502,2019-11-06,1520
1512,-29.208000000000002,151.514,2019-11-06,1520
1514,-29.211,151.539,2019-11-06,1520
1516,-29.215999999999998,151.577,2019-11-06,1520
1517,-29.218000000000004,151.59,2019-11-06,1520
1518,-29.219,151.602,2019-11-06,1520
1519,-29.214000000000002,151.476,2019-11-06,1520
1520,-29.215,151.488,2019-11-06,1520
1521,-29.217,151.5,2019-11-06,1520
1522,-29.226,151.575,2019-11-06,1520
1523,-29.228,151.588,2019-11-06,1520
1524,-29.221999999999998,151.461,2019-11-06,1520
1525,-29.230999999999998,151.447,2019-11-06,1520
1528,-29.243000000000002,151.547,2019-11-06,1520
1529,-29.230999999999998,151.453,2019-11-06,1520
1530,-29.241,151.54,2019-11-06,1520
1531,-29.243000000000002,151.553,2019-11-06,1520
1532,-29.239,151.439,2019-11-06,1520
1535,-29.531,152.376,2019-11-06,1520
1541,-29.951,152.304,2019-11-06,1520
1542,-30.046999999999997,152.63,2019-11-06,1520
1543,-30.058000000000003,152.628,2019-11-06,1520
1544,-30.069000000000003,152.626,2019-11-06,1520
1545,-30.303,148.97,2019-11-06,1520
1546,-30.734,152.165,2019-11-06,1520
1547,-30.736,152.181,2019-11-06,1520
1549,-30.840999999999998,152.306,2019-11-06,1520
1550,-30.932,152.02,2019-11-06,1520
1551,-30.934,152.033,2019-11-06,1520
1552,-30.94,152.091,2019-11-06,1520
1553,-30.944000000000003,152.031,2019-11-06,1520
1554,-30.936,152.013,2019-11-06,1520
1555,-30.938000000000002,152.026,2019-11-06,1520
1556,-30.939,152.039,2019-11-06,1520
1557,-30.944000000000003,152.084,2019-11-06,1520
1558,-30.95,152.03799999999998,2019-11-06,1520
1559,-30.951,152.05200000000002,2019-11-06,1520
1560,-30.953000000000003,152.067,2019-11-06,1520
1561,-30.955,152.083,2019-11-06,1520
1563,-30.963,152.065,2019-11-06,1520
1564,-30.965,152.08100000000002,2019-11-06,1520
1565,-30.976,152.079,2019-11-06,1520
1566,-30.978,152.095,2019-11-06,1520
1567,-30.979,152.108,2019-11-06,1520
1568,-30.99,152.107,2019-11-06,1520
1569,-30.991,152.122,2019-11-06,1520
1571,-31.008000000000003,152.17700000000002,2019-11-06,1520
1572,-31.028000000000002,152.158,2019-11-06,1520
1575,-31.122,152.276,2019-11-06,1520
1576,-31.123,152.291,2019-11-06,1520
1577,-31.131,152.259,2019-11-06,1520
1578,-31.131999999999998,152.274,2019-11-06,1520
1580,-31.186999999999998,152.244,2019-11-06,1520
1581,-31.189,152.259,2019-11-06,1520
1582,-31.195999999999998,152.22799999999998,2019-11-06,1520
1583,-31.198,152.24200000000002,2019-11-06,1520
1584,-31.199,152.25799999999998,2019-11-06,1520
1659,-30.971,152.06799999999998,2019-11-06,2310
1661,-31.243000000000002,152.563,2019-11-06,2310
1662,-31.244,152.55700000000002,2019-11-06,2310
1663,-31.176,151.987,2019-11-06,2310
1664,-31.188000000000002,152.034,2019-11-06,2310
1665,-31.173000000000002,151.981,2019-11-06,2310
1666,-31.185,152.02700000000002,2019-11-06,2310
1667,-33.119,150.459,2019-11-07,50
1668,-33.121,150.5,2019-11-07,50
1754,-24.233,147.629,2019-11-07,45
1755,-24.235,147.64700000000002,2019-11-07,45
1757,-26.355,149.373,2019-11-07,45
1758,-27.316999999999997,147.998,2019-11-07,45
1759,-28.115,152.465,2019-11-07,45
1760,-27.897,149.429,2019-11-07,45
1761,-28.115,152.459,2019-11-07,45
1762,-28.768,148.149,2019-11-07,45
1763,-28.776999999999997,148.141,2019-11-07,45
1764,-28.779,148.164,2019-11-07,45
1766,-29.197,151.558,2019-11-07,45
1767,-29.2,151.6,2019-11-07,45
1768,-29.201999999999998,151.641,2019-11-07,45
1769,-29.211,151.517,2019-11-07,45
1770,-29.214000000000002,151.556,2019-11-07,45
1771,-29.215999999999998,151.597,2019-11-07,45
1772,-29.219,151.639,2019-11-07,45
1773,-29.199,151.511,2019-11-07,45
1774,-29.201,151.55,2019-11-07,45
1775,-29.204,151.592,2019-11-07,45
1776,-29.206,151.634,2019-11-07,45
1777,-29.215999999999998,151.51,2019-11-07,45
1778,-29.218000000000004,151.548,2019-11-07,45
1779,-29.22,151.588,2019-11-07,45
1780,-29.223000000000003,151.631,2019-11-07,45
1782,-29.244,151.431,2019-11-07,45
1783,-29.252,151.545,2019-11-07,45
1784,-29.256,151.54,2019-11-07,45
1785,-29.781,152.32,2019-11-07,45
1786,-29.798000000000002,152.31799999999998,2019-11-07,45
1787,-29.801,152.36700000000002,2019-11-07,45
1788,-29.78,152.312,2019-11-07,45
1789,-29.798000000000002,152.311,2019-11-07,45
1790,-29.8,152.36,2019-11-07,45
1791,-29.921999999999997,152.299,2019-11-07,45
1792,-29.956999999999997,152.297,2019-11-07,45
1793,-29.921,152.29399999999998,2019-11-07,45
1794,-29.956999999999997,152.292,2019-11-07,45
1795,-29.97,151.359,2019-11-07,45
1796,-29.973000000000003,151.398,2019-11-07,45
1797,-29.959,151.355,2019-11-07,45
1798,-29.961,151.394,2019-11-07,45
1799,-29.975,151.35299999999998,2019-11-07,45
1804,-30.955,152.024,2019-11-07,45
1805,-30.958000000000002,152.065,2019-11-07,45
1806,-30.938000000000002,152.02,2019-11-07,45
1807,-30.956,152.02,2019-11-07,45
1808,-30.958000000000002,152.06,2019-11-07,45
1809,-30.978,152.107,2019-11-07,45
1810,-30.996,152.111,2019-11-07,45
1811,-31.022,152.253,2019-11-07,45
1812,-31.031999999999996,152.108,2019-11-07,45
1813,-31.034000000000002,152.14700000000002,2019-11-07,45
1814,-31.037,152.202,2019-11-07,45
1815,-30.978,152.101,2019-11-07,45
1816,-30.996,152.102,2019-11-07,45
1817,-31.014,152.10399999999998,2019-11-07,45
1818,-31.021,152.247,2019-11-07,45
1819,-31.031,152.102,2019-11-07,45
1820,-31.033,152.141,2019-11-07,45
1821,-31.035999999999998,152.194,2019-11-07,45
1822,-31.13,152.279,2019-11-07,45
1823,-31.133000000000003,152.327,2019-11-07,45
1824,-31.129,152.274,2019-11-07,45
1825,-31.131,152.322,2019-11-07,45
1826,-31.188000000000002,152.034,2019-11-07,45
1827,-31.19,152.079,2019-11-07,45
1828,-31.201,152.274,2019-11-07,45
1829,-31.201999999999998,151.983,2019-11-07,45
1830,-31.205,152.03,2019-11-07,45
1831,-31.186999999999998,152.02700000000002,2019-11-07,45
1832,-31.19,152.071,2019-11-07,45
1833,-31.199,152.264,2019-11-07,45
1834,-31.203000000000003,151.975,2019-11-07,45
1835,-31.205,152.023,2019-11-07,45
1836,-31.228,152.116,2019-11-07,45
1837,-32.116,152.429,2019-11-07,45
1838,-32.118,152.481,2019-11-07,45
1839,-32.134,152.428,2019-11-07,45
1840,-32.115,152.47299999999998,2019-11-07,45
1841,-32.131,152.42,2019-11-07,45
1842,-32.149,152.41899999999998,2019-11-07,45
1843,-32.150999999999996,152.471,2019-11-07,45
1844,-32.146,152.415,2019-11-07,45
1846,-33.086,150.434,2019-11-07,45
1847,-33.088,150.475,2019-11-07,45
1848,-33.096,150.466,2019-11-07,45
1849,-33.098,150.50799999999998,2019-11-07,45
1850,-33.111999999999995,150.464,2019-11-07,45
1851,-33.115,150.506,2019-11-07,45
2006,-33.82,150.789,2019-11-07,325
2007,-33.144,150.537,2019-11-07,325
2008,-33.131,150.535,2019-11-07,325
2009,-33.133,150.515,2019-11-07,325
2010,-33.135,150.495,2019-11-07,325
2011,-33.137,150.475,2019-11-07,325
2012,-33.143,150.412,2019-11-07,325
2013,-33.144,150.393,2019-11-07,325
2014,-33.146,150.371,2019-11-07,325
2015,-33.119,150.533,2019-11-07,325
2016,-33.121,150.513,2019-11-07,325
2017,-33.123000000000005,150.494,2019-11-07,325
2018,-33.125,150.474,2019-11-07,325
2019,-33.126999999999995,150.454,2019-11-07,325
2020,-33.109,150.512,2019-11-07,325
2021,-33.111,150.49200000000002,2019-11-07,325
2022,-33.111999999999995,150.47299999999998,2019-11-07,325
2023,-33.114000000000004,150.453,2019-11-07,325
2024,-33.116,150.431,2019-11-07,325
2025,-33.099000000000004,150.49,2019-11-07,325
2026,-33.1,150.471,2019-11-07,325
2027,-33.102,150.451,2019-11-07,325
2028,-33.086,150.489,2019-11-07,325
2029,-33.088,150.469,2019-11-07,325
2030,-33.09,150.44899999999998,2019-11-07,325
2031,-33.105,150.504,2019-11-07,325
2032,-33.106,150.485,2019-11-07,325
2033,-33.108000000000004,150.466,2019-11-07,325
2034,-33.094,150.483,2019-11-07,325
2035,-33.096,150.463,2019-11-07,325
2036,-33.098,150.44299999999998,2019-11-07,325
2037,-33.082,150.481,2019-11-07,325
2038,-33.084,150.461,2019-11-07,325
2039,-33.056,150.499,2019-11-07,325
2040,-33.058,150.47899999999998,2019-11-07,325
2041,-33.06,150.459,2019-11-07,325
2042,-33.046,150.47799999999998,2019-11-07,325
2043,-33.047,150.458,2019-11-07,325
2044,-33.049,150.437,2019-11-07,325
2045,-33.035,150.45600000000002,2019-11-07,325
2046,-33.037,150.436,2019-11-07,325
2047,-32.17,152.447,2019-11-07,325
2048,-32.165,152.44,2019-11-07,325
2049,-32.154,152.438,2019-11-07,325
2050,-32.144,152.437,2019-11-07,325
2051,-32.145,152.422,2019-11-07,325
2052,-32.119,152.463,2019-11-07,325
2053,-32.121,152.44799999999998,2019-11-07,325
2054,-32.107,152.476,2019-11-07,325
2055,-32.109,152.461,2019-11-07,325
2056,-32.111,152.447,2019-11-07,325
2057,-32.006,152.381,2019-11-07,325
2058,-32.007,152.366,2019-11-07,325
2059,-31.995,152.38,2019-11-07,325
2060,-31.997,152.365,2019-11-07,325
2061,-32.001,152.374,2019-11-07,325
2062,-32.001999999999995,152.359,2019-11-07,325
2064,-31.84,152.709,2019-11-07,325
2065,-31.842,152.695,2019-11-07,325
2066,-31.826999999999998,152.736,2019-11-07,325
2067,-31.828000000000003,152.722,2019-11-07,325
2068,-31.83,152.708,2019-11-07,325
2069,-31.831999999999997,152.694,2019-11-07,325
2070,-31.833000000000002,152.68,2019-11-07,325
2071,-31.816999999999997,152.734,2019-11-07,325
2072,-31.818,152.72,2019-11-07,325
2073,-31.82,152.70600000000002,2019-11-07,325
2074,-31.820999999999998,152.692,2019-11-07,325
2075,-31.823,152.678,2019-11-07,325
2076,-31.808000000000003,152.719,2019-11-07,325
2077,-31.809,152.705,2019-11-07,325
2078,-31.811,152.691,2019-11-07,325
2079,-31.811999999999998,152.67700000000002,2019-11-07,325
2080,-31.801,152.689,2019-11-07,325
2081,-31.728,152.18200000000002,2019-11-07,325
2082,-31.753,151.952,2019-11-07,325
2083,-31.715999999999998,152.194,2019-11-07,325
2084,-31.717,152.181,2019-11-07,325
2085,-31.729,151.87,2019-11-07,325
2086,-31.5,152.835,2019-11-07,325
2087,-31.451,152.213,2019-11-07,325
2088,-31.451999999999998,152.19799999999998,2019-11-07,325
2089,-31.438000000000002,152.226,2019-11-07,325
2090,-31.44,152.211,2019-11-07,325
2091,-31.441999999999997,152.197,2019-11-07,325
2092,-31.291,152.548,2019-11-07,325
2094,-31.235,152.127,2019-11-07,325
2095,-31.209,152.269,2019-11-07,325
2096,-31.21,152.257,2019-11-07,325
2097,-31.213,152.22799999999998,2019-11-07,325
2098,-31.223000000000003,152.14,2019-11-07,325
2099,-31.224,152.125,2019-11-07,325
2100,-31.226999999999997,152.095,2019-11-07,325
2101,-31.229,152.08,2019-11-07,325
2102,-31.230999999999998,152.065,2019-11-07,325
2103,-31.232,152.05,2019-11-07,325
2104,-31.234,152.036,2019-11-07,325
2105,-31.195999999999998,152.283,2019-11-07,325
2106,-31.198,152.269,2019-11-07,325
2107,-31.199,152.256,2019-11-07,325
2108,-31.201,152.241,2019-11-07,325
2109,-31.204,152.211,2019-11-07,325
2110,-31.206,152.197,2019-11-07,325
2111,-31.214000000000002,152.123,2019-11-07,325
2112,-31.215,152.108,2019-11-07,325
2113,-31.217,152.093,2019-11-07,325
2114,-31.218000000000004,152.078,2019-11-07,325
2115,-31.22,152.063,2019-11-07,325
2116,-31.221999999999998,152.049,2019-11-07,325
2117,-31.223000000000003,152.034,2019-11-07,325
2118,-31.225,152.019,2019-11-07,325
2119,-31.226,152.004,2019-11-07,325
2120,-31.166,152.468,2019-11-07,325
2121,-31.166999999999998,152.454,2019-11-07,325
2122,-31.186999999999998,152.268,2019-11-07,325
2123,-31.189,152.254,2019-11-07,325
2124,-31.19,152.239,2019-11-07,325
2125,-31.194000000000003,152.21,2019-11-07,325
2126,-31.195,152.195,2019-11-07,325
2127,-31.197,152.181,2019-11-07,325
2128,-31.198,152.166,2019-11-07,325
2129,-31.205,152.107,2019-11-07,325
2130,-31.206,152.092,2019-11-07,325
2131,-31.208000000000002,152.077,2019-11-07,325
2132,-31.209,152.062,2019-11-07,325
2133,-31.211,152.047,2019-11-07,325
2134,-31.213,152.032,2019-11-07,325
2135,-31.214000000000002,152.017,2019-11-07,325
2136,-31.215999999999998,152.002,2019-11-07,325
2137,-31.217,151.987,2019-11-07,325
2138,-31.191999999999997,152.27700000000002,2019-11-07,325
2139,-31.193,152.263,2019-11-07,325
2140,-31.195,152.249,2019-11-07,325
2141,-31.197,152.235,2019-11-07,325
2142,-31.198,152.22,2019-11-07,325
2143,-31.2,152.205,2019-11-07,325
2144,-31.201999999999998,152.191,2019-11-07,325
2145,-31.203000000000003,152.17700000000002,2019-11-07,325
2146,-31.21,152.11700000000002,2019-11-07,325
2147,-31.212,152.102,2019-11-07,325
2148,-31.213,152.08700000000002,2019-11-07,325
2149,-31.215,152.072,2019-11-07,325
2150,-31.217,152.05700000000002,2019-11-07,325
