BORE_SUBTY,STATUS,SPUD_DATE,LATITUDE,LONGITUDE
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-04-09,-25.968872,149.072622
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-04-15,-21.941547,148.037314
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-04-15,-24.1025,148.634125
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-04-17,-21.992802,148.033407
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-04-17,-25.952928,149.063739
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-04-22,-21.982189,148.02033
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-04-23,-25.951378,149.070663
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-04-25,-21.966813,148.004719
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-04-28,-21.959308,148.001197
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-05-01,-21.955878,148.005008
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-05-03,-21.948416,148.00255
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-03,-25.998022,149.094572
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-07,-21.983594,148.009967
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-05-08,-25.960489,149.08151
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-08,-25.819735,149.128105
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-05-09,-27.767983,150.917749
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-05-10,-21.957014,148.00195
APPRAISAL WELL,PRODUCING HYDROCARBONS,2004-05-11,-26.870088,150.324488
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-12,-21.972537,148.01704
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-14,-21.945248,148.00554
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-05-15,-27.767983,150.917749
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-15,-25.995944,149.081422
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-18,-21.935519,148.030524
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-05-18,-21.94251,148.018214
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-21,-26.0003,149.086952
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-24,-21.933785,148.002217
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-05-24,-26.864947,150.274452
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-26,-25.949822,149.056828
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-05-27,-21.953208,148.012428
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-05-31,-25.954361,149.085827
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-01,-21.951669,148.016275
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-04,-21.968478,148.011353
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-06,-25.942016,149.063469
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-06,-21.954836,148.032083
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-07,-21.953882,148.031903
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-09,-21.959081,148.041766
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-12,-25.942008,149.072508
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-13,-21.947982,148.044111
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-13,-21.959085,148.042521
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-16,-25.953453,149.097605
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-16,-21.949505,148.025805
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-18,-21.954747,148.050883
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-06-20,-21.941922,148.018277
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-21,-25.834972,148.77123
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-22,-25.960158,149.093675
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-06-23,-21.952044,148.029177
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-25,-21.967288,148.047502
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-06-27,-25.960808,149.101028
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-07-03,-21.941233,148.037241
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-04,-25.954447,149.049861
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-07-07,-21.935255,148.030469
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-10,-25.902389,149.04198
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-15,-25.90905,149.064117
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-17,-21.94178,148.023091
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-21,-25.889161,148.992522
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-23,-22.036964,148.095714
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-07-24,-21.945383,148.023447
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-26,-25.94813,149.080133
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-07-30,-21.967341,148.047111
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-07-31,-27.391225,151.150161
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-02,-21.961992,148.039541
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-08-02,-27.384894,151.15175
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-04,-21.961445,148.039571
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-04,-25.941691,149.053422
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-06,-21.960597,148.05793
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-06,-25.955103,150.074894
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-07,-22.038975,148.115653
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-09,-21.967152,148.065053
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-09,-25.926216,150.072713
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-09,-25.993605,149.100828
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-11,-21.967025,148.06479
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-13,-22.023449,148.106981
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-13,-21.969558,148.048027
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-14,-25.988197,149.072391
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-15,-21.971818,148.04531
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-17,-21.972849,148.055233
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-18,-25.924499,150.090439
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-20,-21.976222,148.055458
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-20,-22.005473,148.082902
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-22,-21.980019,148.064786
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-08-22,-22.059692,148.122338
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-22,-27.387272,151.152819
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-23,-21.984002,148.063936
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-24,-25.978166,149.072183
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-24,-21.941311,148.052455
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-08-25,-24.044116,148.585122
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-26,-21.986397,148.070872
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-26,-21.950175,148.010536
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-26,-21.929484,148.040534
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-27,-25.936072,150.074444
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-08-28,-21.973524,148.07198
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-30,-21.973402,148.071718
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-08-31,-21.979767,148.078845
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-01,-21.979675,148.078572
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-02,-21.983772,148.064487
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-02,-25.972185,149.109175
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-04,-26.052006,150.098441
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-05,-21.985958,148.070408
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-09-09,-23.859286,148.02733
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-09-10,-22.07773,148.121758
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-11,-21.988774,148.068959
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-12,-21.992489,148.076272
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-12,-25.988708,149.116758
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-09-13,-22.095444,148.122133
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-13,-25.951742,150.088094
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-14,-21.995725,148.076313
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-14,-21.9862,148.085702
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-16,-22.12268,148.140547
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-17,-25.981819,149.132744
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-19,-21.985364,148.051094
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-20,-25.967788,150.075902
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-09-20,-23.802589,148.041697
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-21,-21.806781,148.403842
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-21,-21.961932,148.023539
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-23,-21.961312,148.027651
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-23,-21.957264,148.036306
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-09-27,-25.994527,150.083772
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-09-28,-21.992356,148.046015
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-01,-21.979152,148.033747
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-02,-21.060461,147.793361
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-03,-21.998216,148.085514
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-10-05,-21.765553,148.393908
DEVELOPMENT WELL,UNKNOWN,2004-10-05,-21.970537,148.045609
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-07,-21.934766,148.021505
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-10-09,-21.746544,148.349975
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-10-09,-21.721352,148.345466
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-10-09,-21.934127,148.02151
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-10-11,-21.951849,148.253346
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-12,-21.946014,148.013739
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-12,-21.945169,148.023372
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-14,-21.979601,148.194203
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-16,-21.938246,148.174763
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-18,-22.177122,148.567366
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-19,-27.088455,150.939739
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-19,-21.951609,148.016005
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-10-20,-21.806742,148.404075
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-10-23,-27.000383,150.504264
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-10-26,-21.966292,148.035991
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-10-26,-26.853833,150.485372
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-01,-26.8558,150.478738
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-06,-24.530466,150.007083
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-06,-26.850903,150.474733
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-06,-26.862336,150.481869
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-09,-21.978872,148.033249
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-11,-21.945882,148.015172
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-11-13,-22.213208,148.571399
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2004-11-13,-21.982302,148.07751
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-11-15,-26.731252,150.285758
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-16,-21.972308,148.022933
APPRAISAL WELL,PLUGGED AND ABANDONED,2004-11-17,-21.796647,148.379124
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-17,-26.859717,150.47258
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-19,-24.521755,149.999747
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-11-20,-28.124347,151.097794
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-26,-22.344562,148.575966
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-26,-24.619108,150.011122
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-27,-21.989595,148.07482
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-27,-21.986144,148.085394
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-11-28,-26.948108,150.363769
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-11-29,-24.550197,150.010517
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-11-29,-21.993562,148.079549
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-12-02,-21.956242,148.008522
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-12-02,-21.953328,148.018202
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2004-12-02,-24.54118,150.011056
EXPLORATION WELL,PLUGGED AND ABANDONED,2004-12-03,-28.293289,150.839569
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2004-12-05,-26.89305,150.426372
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-12-09,-21.959144,148.014411
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-12-11,-21.950335,148.001223
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2004-12-11,-21.950438,148.010629
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-01-04,-27.3887,151.14943
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-01-05,-27.386975,151.155675
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-01-06,-21.949943,148.00145
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-01-08,-26.880977,150.427027
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-01-13,-25.108622,148.911097
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-01-15,-21.955981,148.002594
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-01-17,-26.298833,149.715656
DEVELOPMENT WELL,UNKNOWN,2005-01-19,-21.955238,148.002858
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-01-22,-21.960686,148.001603
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-01-22,-21.959156,148.009731
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-01-25,-26.952256,150.369016
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-01-29,-21.965019,148.003811
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2005-02-02,-21.951529,148.262827
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-02-07,-27.062964,150.932816
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2005-02-08,-21.949582,148.25673
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-02-09,-21.058717,147.810367
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-02-10,-27.053961,150.934552
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-02-13,-22.260384,148.57314
DEVELOPMENT WELL,UNKNOWN,2005-02-13,-27.055281,150.941472
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-02-14,-21.011772,147.839144
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-02-16,-27.046494,150.938822
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-02-18,-21.031602,147.815208
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-02-22,-26.898261,150.48076
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-03-01,-27.069938,150.934419
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-03-01,-21.023383,147.796075
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-03-02,-26.870319,150.323927
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-03-02,-28.017949,152.937911
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-03-08,-27.061653,150.938827
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-03-11,-25.658872,148.916311
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-03-21,-21.977845,148.059976
DEVELOPMENT WELL,UNKNOWN,2005-03-21,-21.974912,148.051702
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-03-30,-27.038202,150.943569
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-04-03,-27.767138,152.71305
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-04-09,-21.989427,148.056803
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-04-09,-21.980032,148.06449
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-09,-27.077952,150.939277
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-04-11,-27.823527,152.582269
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-12,-27.069885,150.925177
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-19,-25.702456,148.92006
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-20,-27.075516,150.922338
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-24,-27.102428,150.961356
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-27,-27.06996,150.916147
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-04-27,-21.983905,148.047455
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-04-27,-21.976638,148.055414
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-28,-27.06205,150.920727
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-04-30,-27.061917,150.911289
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-05-01,-27.386705,151.152383
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-04,-21.937669,148.011039
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-04,-27.053922,150.916086
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-06,-21.946077,148.001639
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-07,-21.935797,148.002094
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-05-09,-24.39376,151.341524
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-05-12,-21.933102,148.011997
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-05-13,-24.393676,151.341502
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-15,-21.934769,148.020924
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-05-18,-24.393816,151.341575
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-19,-27.038252,150.925322
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-21,-27.053711,150.925063
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-22,-21.944355,148.014478
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-24,-27.353442,151.150828
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-24,-27.046208,150.929472
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-25,-21.988108,148.07364
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-26,-27.07708,150.929869
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-05-26,-24.393756,151.341677
APPRAISAL WELL,PLUGGED AND ABANDONED,2005-05-27,-22.023207,148.124997
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-29,-27.062964,150.932816
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-05-29,-21.998405,148.076769
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-30,-27.038158,150.93463
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-05-31,-27.046233,150.921235
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-01,-27.030635,150.920555
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-01,-21.92918,148.040425
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-02,-27.025252,150.925172
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-02,-27.076858,150.947869
DEVELOPMENT WELL,UNKNOWN,2005-06-03,-27.029969,150.92906
DEVELOPMENT WELL,UNKNOWN,2005-06-03,-25.940452,149.151817
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-03,-21.935,148.031533
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-04,-21.93755,148.034302
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-05,-21.934294,148.045905
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-05,-21.933102,148.011997
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-07,-22.031253,148.107727
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-11,-25.630272,148.98808
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-11,-27.069952,150.943597
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-06-17,-21.946372,148.039864
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-18,-21.996775,148.065922
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-24,-21.998336,148.081955
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-24,-21.997614,148.096147
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-06-25,-22.580869,149.673727
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-06-28,-22.005194,148.096564
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-02,-22.004747,148.084641
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-04,-22.005058,148.084797
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-06,-22.010906,148.085372
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-06,-25.623944,148.976244
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-07-11,-27.055364,150.948433
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-07-14,-25.990025,149.132749
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-14,-27.091905,150.949175
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-07-15,-21.953747,148.196206
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-07-19,-26.017635,149.106533
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-07-19,-27.831455,152.578619
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-07-21,-27.061781,150.948241
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-07-22,-27.030099,150.947877
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-07-24,-25.93385,149.054511
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2005-07-28,-25.63331,148.964531
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-07-29,-27.061953,150.948236
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-03,-22.001468,148.0914
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-05,-22.008739,148.096083
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-08-05,-27.894647,152.656142
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-06,-27.030285,150.942116
DEVELOPMENT WELL,UNKNOWN,2005-08-06,-25.934786,149.065531
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-08-07,-21.939761,148.032797
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-08-08,-28.02286,152.990694
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-14,-27.053606,150.924972
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2005-08-15,-27.047752,150.947152
EXPLORATION WELL,PLUGGED AND ABANDONED,2005-08-18,-28.057828,152.633152
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-19,-21.941313,148.220428
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-23,-21.92141,148.218255
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-23,-25.642405,148.95595
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-26,-21.935064,148.203345
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2005-08-27,-21.932187,148.19369
