BORE_SUBTY,STATUS,SPUD_DATE,LATITUDE,LONGITUDE
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-11,-26.815831,150.22376
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-11,-27.129202,150.860836
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-12,-27.148122,150.851267
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-13,-25.754222,149.090405
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-13,-26.060586,149.225755
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-14,-27.110694,150.216547
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-02-14,-26.531108,150.280299
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-15,-26.810389,150.228988
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-15,-27.122713,150.862725
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2012-02-15,-27.358675,150.960697
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-16,-26.360994,149.022655
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-17,-26.792497,150.222685
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-02-18,-24.098969,149.773138
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-18,-27.171794,150.871135
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-18,-22.167466,148.251314
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-19,-26.804817,150.233927
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-19,-26.208189,148.940252
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-19,-25.999419,149.718102
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-19,-27.031549,150.543089
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-20,-27.159183,150.879927
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-21,-26.788194,150.232222
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-22,-22.0926,148.163564
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-22,-25.763881,149.054
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-22,-25.845819,149.201183
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-22,-27.167291,150.885869
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-23,-27.037633,150.535375
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-23,-26.838169,150.200522
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-24,-27.3453,150.962647
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-25,-26.483427,149.021555
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-26,-27.172358,150.879447
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-26,-26.8647,150.220594
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-27,-27.159872,150.885858
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-28,-26.847911,150.197652
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-29,-26.200692,148.933827
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-02-29,-25.763953,149.053978
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-02-29,-26.657308,150.295305
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-02-29,-27.019397,150.553111
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-01,-25.945783,149.775641
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-01,-27.178672,150.870927
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2012-03-01,-27.01841,150.545627
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-01,-27.153281,150.887394
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-01,-26.859978,150.222038
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-03-02,-26.600706,150.304936
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-02,-26.843836,150.201381
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-04,-27.166119,150.880866
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-04,-25.821883,148.926185
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-05,-26.12603,148.445947
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-05,-26.426677,149.036405
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-05,-27.04405,150.53408
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-05,-26.853706,150.223019
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-06,-26.696175,150.365356
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-06,-25.844105,149.191455
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-06,-26.308336,149.657558
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-06,-26.828191,150.195705
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-08,-26.696672,150.372924
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-08,-26.483439,149.021641
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-09,-25.826802,148.893683
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-03-09,-22.222516,148.274291
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-09,-27.179366,150.877933
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-10,-27.024013,150.544852
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-11,-25.764025,149.053956
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-11,-26.703375,150.364664
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-11,-27.039241,150.577435
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-11,-22.167677,148.252928
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-11,-26.849502,150.219047
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-11,-26.835222,150.19203
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2012-03-12,-27.174713,150.848208
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-13,-26.709481,150.363672
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-14,-25.829863,148.882377
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-14,-25.821905,148.926285
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-03-15,-26.200481,148.941505
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-15,-26.703272,150.372299
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-15,-27.022735,150.537483
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-03-15,-26.841952,150.195708
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-16,-27.035272,150.572591
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-17,-26.48345,149.021724
WATER INJECTION WELL,WATER BORE,2012-03-18,-26.358911,149.428641
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-19,-26.426713,149.03648
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-19,-26.701608,150.356178
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-19,-27.017669,150.538636
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-19,-26.843016,150.212706
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-20,-26.314672,149.670541
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-20,-27.034822,150.565758
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-20,-26.855367,150.194975
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-24,-26.707553,150.348294
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-24,-26.373647,149.003894
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-24,-27.173905,150.840972
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-25,-26.859106,150.188639
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-25,-27.020788,150.580688
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-25,-27.02866,150.521074
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-25,-26.848189,150.210492
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-26,-26.483461,149.02181
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-03-26,-26.27743,150.142711
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-26,-25.738883,149.015136
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-27,-26.695708,150.3513
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-27,-26.426752,149.036555
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-28,-25.768505,149.648352
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-28,-27.028891,150.528785
WATER INJECTION WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-29,-26.3588,149.428263
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-29,-26.318002,149.661947
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-29,-27.167491,150.842347
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-29,-27.029841,150.53675
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-29,-26.855236,150.215814
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-30,-26.840205,150.206719
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-30,-26.704922,150.379399
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-30,-26.814864,150.27133
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-03-31,-26.47166,149.035433
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-04-01,-22.085855,148.156639
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-02,-27.21998,150.968705
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-02,-26.305272,149.909708
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-02,-26.849914,150.205333
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-02,-26.287725,149.713836
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-02,-26.289569,149.720702
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-04-02,-26.487575,150.401708
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-04,-26.385519,148.978241
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-04,-22.223238,148.273691
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-04,-26.854253,150.209872
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-05,-27.224533,150.962344
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-05,-26.293441,149.711697
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-06,-26.311058,149.599211
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-07,-27.226869,150.975674
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-07,-26.357372,149.425855
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-07,-26.853717,150.201372
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-07,-27.018416,150.545689
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-07,-26.860181,150.207039
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-10,-27.224994,150.970519
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-10,-26.471583,149.035433
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-11,-26.859756,150.213386
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-11,-26.858794,150.199597
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-12,-26.457447,148.854317
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-04-12,-26.432722,150.217238
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2012-04-13,-26.307556,149.601444
EXPLORATION WELL,PRODUCING HYDROCARBONS,2012-04-13,-26.017463,149.188269
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-13,-27.169408,150.849241
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-13,-27.353353,150.968966
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-14,-27.220213,150.97668
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-04-14,-26.872722,150.865711
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-15,-26.438233,148.996239
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-15,-26.794472,150.175172
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-15,-26.840091,150.4848
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-16,-25.679952,148.613972
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-16,-26.840991,150.491302
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-16,-26.84515,150.481635
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-16,-26.421863,149.000469
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-17,-27.21335,150.977691
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-04-18,-25.866594,149.699344
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-18,-26.947675,150.209453
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-18,-26.847397,150.488302
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-19,-26.806131,150.181908
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-19,-26.471508,149.035433
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-20,-26.7958,150.194833
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-20,-27.215278,150.972627
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-21,-26.016017,149.175535
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-21,-27.238583,150.860872
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-22,-26.803011,150.187816
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-22,-22.08583,148.156619
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-22,-25.73968,148.934244
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-22,-26.315631,149.610097
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-23,-27.227741,150.955411
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-23,-26.799511,150.200328
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-24,-25.682399,148.609681
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-24,-26.947039,150.202006
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-24,-26.421805,149.000411
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-25,-25.44443,148.861381
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-26,-27.221108,150.952811
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-26,-26.803944,150.196175
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-04-26,-21.723699,148.055019
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-26,-26.294794,149.705931
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-26,-27.237639,150.852947
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-04-28,-26.47143,149.035433
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-30,-27.216211,150.94995
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-04-30,-26.864492,150.474963
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-01,-26.809875,150.196411
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-01,-26.807344,150.200942
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-01,-26.274233,150.071069
WATER INJECTION WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-03,-26.786469,150.226102
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-03,-26.187989,149.633616
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-03,-27.236258,150.845661
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-03,-26.922599,150.821569
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-03,-26.867383,150.469213
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-04,-26.438275,148.996311
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-04,-22.209878,148.402828
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-04,-26.188441,149.640791
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-04,-26.338369,149.053017
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-04,-27.211403,150.964469
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-05,-26.189383,149.64745
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-06,-25.721022,148.903761
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-06,-25.739622,148.9343
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-06,-26.195752,149.652475
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-07,-27.210408,150.956981
EXPLORATION WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-07,-22.477099,144.318708
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-07,-26.193491,149.62951
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-07,-27.914061,150.297461
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-07,-26.431185,148.986211
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-08,-22.223583,148.273794
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-09,-21.797811,148.075113
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-09,-26.200472,149.630733
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-10,-26.2003,149.636952
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-10,-26.953519,150.226891
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-11,-27.204297,150.965936
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-11,-26.921635,150.225641
WATER INJECTION WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-11,-26.786244,150.226416
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-11,-26.19503,149.638016
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-11,-26.950481,150.329194
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-12,-26.372591,149.023205
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-12,-26.196189,149.646455
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-12,-26.28598,149.69998
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-13,-25.291522,148.928344
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-13,-26.431152,148.98613
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-14,-26.193527,149.624244
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-14,-26.185097,149.626927
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-15,-26.948947,150.218252
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-15,-27.198005,150.966677
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-16,-26.920885,150.231869
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-16,-26.438314,148.996383
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-05-16,-27.145322,150.682288
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-17,-26.284894,149.691822
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-17,-27.1923,150.960325
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-19,-26.372605,149.023122
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-19,-26.278633,149.69208
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-19,-26.950256,150.223977
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-20,-26.469127,150.158197
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-20,-26.272816,149.693375
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-20,-26.300536,149.710344
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-21,-26.922969,150.21708
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-21,-25.291514,148.928263
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-21,-27.971405,150.285569
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-22,-25.976222,149.682047
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-22,-25.749102,148.962997
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-22,-27.197394,150.959128
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-23,-25.970338,149.685219
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-23,-26.972302,150.951936
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-24,-25.83853,149.068288
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-24,-26.359456,149.056997
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-24,-26.955406,150.220099
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-26,-24.392322,148.687072
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-27,-26.438355,148.996455
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-28,-25.971249,149.695419
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-05-28,-21.764703,148.107475
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-05-29,-26.936308,150.216622
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-29,-25.966569,149.679127
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-29,-22.223255,148.274055
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-30,-26.419619,148.987125
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-05-30,-25.961772,149.684766
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-06-01,-26.9584,150.212897
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-01,-27.204086,150.957486
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-04,-25.691239,148.989797
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-04,-26.359519,149.057039
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-05,-26.205725,149.621402
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-05,-22.085505,148.157597
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-06,-26.419594,148.987044
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-06,-26.199552,149.62293
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-07,-26.172663,149.635939
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-08,-26.172555,149.628008
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-08,-27.196075,150.952881
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-09,-26.408533,148.984911
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-09,-25.749141,148.963072
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-09,-26.359589,149.057083
DEVELOPMENT WELL,PLUGGED AND ABANDONED,2012-06-09,-25.788877,149.024722
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-10,-26.710481,150.289455
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-13,-22.114781,148.480797
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-13,-22.222844,148.274405
DEVELOPMENT WELL,PRODUCING HYDROCARBONS,2012-06-14,-26.825266,150.221435
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-14,-27.191411,150.953778
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-15,-26.167044,149.629269
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-15,-26.167363,149.635761
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-16,-26.954472,150.205617
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-16,-21.525716,148.135589
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-17,-26.408467,148.984866
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-17,-26.177766,149.624499
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-17,-26.359656,149.057128
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-17,-27.202825,150.95195
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-06-18,-24.546294,148.696597
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-06-18,-26.141975,150.017569
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-18,-26.831044,150.217508
APPRAISAL WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-18,-26.280183,149.701089
APPRAISAL WELL,PLUGGED AND ABANDONED,2012-06-19,-22.114642,148.481144
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-06-19,-23.087741,144.171391
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-19,-26.178902,149.63383
EXPLORATION WELL,PLUGGED AND ABANDONED,2012-06-19,-21.690447,148.319272
DEVELOPMENT WELL,SUSPENDED/CAPPED/SHUT-IN,2012-06-20,-27.208917,150.951047
