purpose,status,date,lat,lon
exploration,plugged and abandoned,2008-07-06,-26.417105,148.856103
development/production,producing,2008-07-07,-21.855044,148.058981
development/production,suspended/capped/shut-in,2008-07-07,-26.638694,149.226416
development/production,suspended/capped/shut-in,2008-07-08,-25.650708,148.957839
exploration,suspended/capped/shut-in,2008-07-08,-26.629897,150.166386
exploration,plugged and abandoned,2008-07-09,-21.699743,148.043986
exploration,suspended/capped/shut-in,2008-07-09,-27.101,150.612953
development/production,suspended/capped/shut-in,2008-07-09,-26.940241,150.361025
development/production,producing,2008-07-09,-26.322972,149.059803
development/production,producing,2008-07-10,-21.775383,148.402106
development/production,unknown,2008-07-11,-27.009306,150.900297
appraisal/pilot,suspended/capped/shut-in,2008-07-12,-26.415314,148.935855
development/production,producing,2008-07-12,-27.38893,151.127841
development/production,suspended/capped/shut-in,2008-07-12,-26.640666,149.232299
development/production,producing,2008-07-13,-21.855161,148.047089
development/production,unknown,2008-07-13,-21.866064,148.03485
exploration,plugged and abandoned,2008-07-13,-26.696836,149.179438
development/production,producing,2008-07-13,-27.387636,151.118535
appraisal/pilot,suspended/capped/shut-in,2008-07-14,-25.884761,148.69843
development/production,suspended/capped/shut-in,2008-07-14,-23.850597,148.341305
development/production,suspended/capped/shut-in,2008-07-14,-26.945716,150.357075
exploration,plugged and abandoned,2008-07-14,-23.662444,149.256889
exploration,plugged and abandoned,2008-07-14,-26.15335,149.75695
development/production,producing,2008-07-15,-26.323697,149.0526
development/production,suspended/capped/shut-in,2008-07-16,-25.590069,148.962072
appraisal/pilot,suspended/capped/shut-in,2008-07-16,-26.418391,148.930935
development/production,producing,2008-07-16,-21.8489,148.085949
appraisal/pilot,suspended/capped/shut-in,2008-07-17,-27.203367,150.967444
exploration,plugged and abandoned,2008-07-18,-26.37526,148.896677
appraisal/pilot,suspended/capped/shut-in,2008-07-18,-26.801992,150.520002
development/production,producing,2008-07-19,-21.911056,148.047452
development/production,suspended/capped/shut-in,2008-07-19,-26.952658,150.355758
appraisal/pilot,plugged and abandoned,2008-07-19,-21.775705,148.033533
development/production,producing,2008-07-19,-26.330366,149.044097
exploration,suspended/capped/shut-in,2008-07-20,-26.244361,148.820702
development/production,producing,2008-07-20,-27.38011,151.115469
appraisal/pilot,suspended/capped/shut-in,2008-07-21,-26.422474,148.936675
appraisal/pilot,suspended/capped/shut-in,2008-07-22,-26.80455,150.515036
appraisal/pilot,suspended/capped/shut-in,2008-07-26,-27.401775,150.96275
exploration,plugged and abandoned,2008-07-26,-23.662306,149.256778
exploration,plugged and abandoned,2008-07-26,-30.967069,150.011566
exploration,plugged and abandoned,2008-07-26,-30.595678,149.709683
development/production,suspended/capped/shut-in,2008-07-27,-27.010078,150.381166
development/production,producing,2008-07-28,-21.858275,148.047172
development/production,producing,2008-07-30,-21.858703,148.034772
development/production,producing,2008-07-30,-26.323241,149.030583
development/production,suspended/capped/shut-in,2008-07-30,-24.557617,150.002817
exploration,plugged and abandoned,2008-07-30,-32.57241148,151.2575115
appraisal/pilot,suspended/capped/shut-in,2008-07-31,-27.402642,150.96901
development/production,suspended/capped/shut-in,2008-08-01,-25.771208,148.94858
exploration,plugged and abandoned,2008-08-01,-23.690972,149.261556
appraisal/pilot,suspended/capped/shut-in,2008-08-01,-26.806514,150.519597
exploration,plugged and abandoned,2008-08-02,-23.517694,149.508669
exploration,suspended/capped/shut-in,2008-08-03,-26.196922,148.637402
exploration,plugged and abandoned,2008-08-03,-27.409675,150.653175
development/production,suspended/capped/shut-in,2008-08-03,-26.513917,148.875069
development/production,producing,2008-08-03,-27.386522,151.109667
appraisal/pilot,suspended/capped/shut-in,2008-08-03,-27.145216,150.791036
exploration,suspended/capped/shut-in,2008-08-04,-25.638639,149.129722
appraisal/pilot,plugged and abandoned,2008-08-04,-21.776758,148.031908
development/production,producing,2008-08-05,-26.329485,149.033589
development/production,producing,2008-08-05,-27.053819,150.92521
exploration,suspended/capped/shut-in,2008-08-07,-27.139114,150.868644
exploration,plugged and abandoned,2008-08-07,-26.555994,150.370458
exploration,suspended/capped/shut-in,2008-08-07,-27.139477,150.794944
exploration,suspended/capped/shut-in,2008-08-07,-26.144647,148.631899
appraisal/pilot,unknown,2008-08-07,-21.773969,148.403897
development/production,unknown,2008-08-08,-21.8592,148.034747
exploration,suspended/capped/shut-in,2008-08-08,-27.019763,150.694936
development/production,unknown,2008-08-09,-21.874224,148.034758
development/production,producing,2008-08-10,-26.315744,149.052964
development/production,producing,2008-08-11,-27.053922,150.921441
development/production,suspended/capped/shut-in,2008-08-11,-26.331022,149.076499
development/production,suspended/capped/shut-in,2008-08-12,-25.815222,149.025863
development/production,producing,2008-08-12,-21.793402,148.400881
development/production,suspended/capped/shut-in,2008-08-12,-26.519102,148.867472
exploration,plugged and abandoned,2008-08-12,-24.157592,149.78178
exploration,suspended/capped/shut-in,2008-08-14,-26.24125,148.735175
development/production,producing,2008-08-14,-26.324227,149.044602
exploration,plugged and abandoned,2008-08-14,-26.067685,149.752947
development/production,suspended/capped/shut-in,2008-08-15,-25.970208,149.122238
appraisal/pilot,suspended/capped/shut-in,2008-08-16,-27.139722,150.787552
development/production,producing,2008-08-16,-27.429363,151.151914
appraisal/pilot,unknown,2008-08-18,-21.784489,148.405381
development/production,suspended/capped/shut-in,2008-08-18,-26.640975,149.242666
exploration,suspended/capped/shut-in,2008-08-18,-26.963656,150.309039
development/production,producing,2008-08-18,-27.056597,150.925044
development/production,suspended/capped/shut-in,2008-08-18,-26.316169,149.075499
development/production,suspended/capped/shut-in,2008-08-19,-26.323927,149.082785
appraisal/pilot,plugged and abandoned,2008-08-19,-21.773269,148.034558
exploration,plugged and abandoned,2008-08-19,-32.87574038,151.0826431
development/production,suspended/capped/shut-in,2008-08-20,-25.823849,149.052731
appraisal/pilot,suspended/capped/shut-in,2008-08-20,-27.170505,150.78318
development/production,suspended/capped/shut-in,2008-08-22,-26.323444,149.075149
appraisal/pilot,plugged and abandoned,2008-08-22,-32.05227145,151.947238
development/production,producing,2008-08-23,-27.446847,151.096136
exploration,suspended/capped/shut-in,2008-08-23,-27.07421,150.724849
appraisal/pilot,producing,2008-08-23,-21.775183,148.024888
exploration,plugged and abandoned,2008-08-23,-23.883708,149.547972
development/production,producing,2008-08-24,-21.851786,148.034791
exploration,plugged and abandoned,2008-08-24,-26.798925,149.040922
development/production,unknown,2008-08-24,-21.848505,148.058867
development/production,suspended/capped/shut-in,2008-08-24,-26.454106,149.282591
development/production,suspended/capped/shut-in,2008-08-26,-25.875338,149.054006
development/production,suspended/capped/shut-in,2008-08-26,-26.32366,149.067502
development/production,producing,2008-08-26,-34.07859467,150.7526122
development/production,suspended/capped/shut-in,2008-08-27,-26.863642,150.257444
development/production,plugged and abandoned,2008-08-27,-25.824944,149.120513
exploration,plugged and abandoned,2008-08-27,-21.915447,148.125963
development/production,suspended/capped/shut-in,2008-08-27,-26.31713,149.082827
development/production,producing,2008-08-27,-34.07859467,150.7526122
appraisal/pilot,producing,2008-08-28,-21.783705,148.404222
exploration,plugged and abandoned,2008-08-29,-21.730118,148.035674
exploration,plugged and abandoned,2008-08-29,-26.526838,149.212997
development/production,suspended/capped/shut-in,2008-08-30,-26.44803,149.283622
exploration,suspended/capped/shut-in,2008-08-30,-27.048616,150.459283
development/production,plugged and abandoned,2008-08-30,-26.316542,149.059589
exploration,plugged and abandoned,2008-08-31,-23.347555,149.41425
development/production,unknown,2008-08-31,-21.914461,148.070585
development/production,suspended/capped/shut-in,2008-08-31,-27.055397,150.373941
exploration,plugged and abandoned,2008-09-01,-25.973019,149.759914
development/production,unknown,2008-09-02,-21.912169,148.055469
appraisal/pilot,suspended/capped/shut-in,2008-09-02,-26.441764,149.291672
development/production,producing,2008-09-02,-34.07859467,150.7526122
development/production,producing,2008-09-02,-34.07859467,150.7526122
development/production,unknown,2008-09-03,-21.918613,148.075108
development/production,suspended/capped/shut-in,2008-09-03,-26.860825,150.264358
development/production,suspended/capped/shut-in,2008-09-03,-25.874933,149.044622
development/production,unknown,2008-09-04,-21.85821,148.079482
development/production,producing,2008-09-05,-21.913236,148.058453
appraisal/pilot,producing,2008-09-06,-21.78535,148.40665
development/production,producing,2008-09-07,-27.451306,151.094394
development/production,producing,2008-09-07,-27.452406,151.101303
development/production,suspended/capped/shut-in,2008-09-08,-26.439661,149.282377
development/production,suspended/capped/shut-in,2008-09-09,-26.64745,149.228038
exploration,plugged and abandoned,2008-09-09,-21.960697,148.274101
exploration,suspended/capped/shut-in,2008-09-09,-27.053183,150.278416
exploration,suspended/capped/shut-in,2008-09-09,-27.1081,150.710658
appraisal/pilot,suspended/capped/shut-in,2008-09-09,-27.049833,150.454344
development/production,producing,2008-09-09,-34.07859467,150.7526122
development/production,suspended/capped/shut-in,2008-09-10,-26.857206,150.257119
development/production,suspended/capped/shut-in,2008-09-10,-25.827205,149.105861
development/production,suspended/capped/shut-in,2008-09-10,-26.309917,149.083447
development/production,producing,2008-09-10,-34.07859467,150.7526122
appraisal/pilot,plugged and abandoned,2008-09-11,-23.685111,148.897914
appraisal/pilot,producing,2008-09-11,-21.776663,148.023772
exploration,suspended/capped/shut-in,2008-09-12,-25.540352,148.823688
exploration,plugged and abandoned,2008-09-12,-30.65075261,149.7816324
appraisal/pilot,suspended/capped/shut-in,2008-09-13,-25.980647,149.822805
development/production,unknown,2008-09-14,-21.866414,148.082442
appraisal/pilot,suspended/capped/shut-in,2008-09-14,-27.044555,150.46385
development/production,suspended/capped/shut-in,2008-09-16,-25.861739,149.041536
development/production,producing,2008-09-16,-27.42231,151.151706
development/production,suspended/capped/shut-in,2008-09-17,-26.870513,150.2566
exploration,plugged and abandoned,2008-09-17,-26.617947,149.017113
appraisal/pilot,unknown,2008-09-17,-21.773519,148.026199
appraisal/pilot,suspended/capped/shut-in,2008-09-17,-26.508147,149.2945
development/production,suspended/capped/shut-in,2008-09-17,-26.303753,149.076563
exploration,plugged and abandoned,2008-09-18,-26.512311,149.113111
exploration,plugged and abandoned,2008-09-18,-21.952815,148.185988
development/production,suspended/capped/shut-in,2008-09-18,-25.827091,149.134369
development/production,producing,2008-09-18,-26.308889,149.050625
development/production,producing,2008-09-19,-27.451044,151.086216
exploration,plugged and abandoned,2008-09-20,-21.959665,148.223107
appraisal/pilot,unknown,2008-09-20,-21.773158,148.034711
exploration,plugged and abandoned,2008-09-20,-25.904492,149.766752
exploration,plugged and abandoned,2008-09-20,-31.458671,149.2444568
development/production,producing,2008-09-21,-21.924222,148.065483
appraisal/pilot,suspended/capped/shut-in,2008-09-21,-26.501089,149.294489
appraisal/pilot,plugged and abandoned,2008-09-22,-23.686039,148.897933
development/production,producing,2008-09-22,-26.301831,149.051372
appraisal/pilot,plugged and abandoned,2008-09-24,-23.685244,148.888047
appraisal/pilot,suspended/capped/shut-in,2008-09-24,-27.053603,150.467263
development/production,suspended/capped/shut-in,2008-09-24,-26.867827,150.263197
exploration,plugged and abandoned,2008-09-24,-28.01961,152.459992
exploration,plugged and abandoned,2008-09-25,-26.129013,149.804364
development/production,producing,2008-09-25,-26.29545,149.051706
appraisal/pilot,suspended/capped/shut-in,2008-09-26,-26.437419,149.374016
exploration,suspended/capped/shut-in,2008-09-27,-27.307267,150.807483
development/production,suspended/capped/shut-in,2008-09-27,-25.847169,149.041527
appraisal/pilot,producing,2008-09-27,-27.214217,151.022644
development/production,suspended/capped/shut-in,2008-09-27,-25.791233,148.940864
exploration,plugged and abandoned,2008-09-27,-22.384477,145.667877
exploration,plugged and abandoned,2008-09-28,-23.716444,149.273416
exploration,suspended/capped/shut-in,2008-09-28,-26.516708,149.998902
appraisal/pilot,suspended/capped/shut-in,2008-09-29,-26.505744,149.284747
development/production,suspended/capped/shut-in,2008-09-29,-26.308917,149.068372
development/production,unknown,2008-10-01,-21.92698,148.084069
exploration,plugged and abandoned,2008-10-02,-21.335159,147.939398
appraisal/pilot,plugged and abandoned,2008-10-02,-23.686139,148.887969
appraisal/pilot,plugged and abandoned,2008-10-02,-23.686939,148.897941
development/production,unknown,2008-10-03,-21.969694,148.086147
development/production,suspended/capped/shut-in,2008-10-03,-25.791811,148.924105
development/production,suspended/capped/shut-in,2008-10-03,-26.302867,149.068099
development/production,producing,2008-10-04,-21.925224,148.088375
development/production,suspended/capped/shut-in,2008-10-04,-26.887433,150.466672
exploration,plugged and abandoned,2008-10-04,-27.307375,150.792494
appraisal/pilot,suspended/capped/shut-in,2008-10-04,-26.508928,149.279522
development/production,suspended/capped/shut-in,2008-10-05,-25.836797,149.038994
development/production,producing,2008-10-05,-27.430266,151.159217
appraisal/pilot,producing,2008-10-06,-27.215164,151.020822
exploration,suspended/capped/shut-in,2008-10-06,-26.462211,148.638783
development/production,suspended/capped/shut-in,2008-10-06,-26.295647,149.060183
development/production,producing,2008-10-06,-34.08469088,150.7605783
appraisal/pilot,suspended/capped/shut-in,2008-10-07,-23.087566,144.72938
development/production,suspended/capped/shut-in,2008-10-07,-26.853317,150.270313
exploration,plugged and abandoned,2008-10-07,-26.582585,148.851072
exploration,suspended/capped/shut-in,2008-10-07,-26.582627,148.851072
development/production,producing,2008-10-08,-21.940669,148.083108
appraisal/pilot,plugged and abandoned,2008-10-08,-23.687041,148.887989
exploration,suspended/capped/shut-in,2008-10-08,-27.226422,150.877244
development/production,producing,2008-10-08,-24.550622,150.010103
development/production,suspended/capped/shut-in,2008-10-09,-25.764153,148.938072
appraisal/pilot,suspended/capped/shut-in,2008-10-09,-26.501006,149.277588
development/production,suspended/capped/shut-in,2008-10-10,-21.925013,148.088211
development/production,suspended/capped/shut-in,2008-10-10,-26.894733,150.470566
appraisal/pilot,producing,2008-10-10,-27.218797,151.020802
development/production,producing,2008-10-11,-21.927597,148.070116
development/production,producing,2008-10-12,-21.844383,148.046777
development/production,suspended/capped/shut-in,2008-10-12,-26.850403,150.276641
development/production,producing,2008-10-13,-34.08472522,150.7605281
exploration,plugged and abandoned,2008-10-13,-30.221556,149.792264
development/production,suspended/capped/shut-in,2008-10-14,-21.924552,148.087705
appraisal/pilot,producing,2008-10-14,-27.21655,151.022783
development/production,suspended/capped/shut-in,2008-10-15,-25.836539,149.053939
exploration,plugged and abandoned,2008-10-15,-26.032805,149.814889
development/production,producing,2008-10-15,-27.424333,151.168274
development/production,producing,2008-10-15,-27.423333,151.160144
development/production,unknown,2008-10-16,-21.922763,148.079613
development/production,producing,2008-10-16,-21.932258,148.074685
development/production,suspended/capped/shut-in,2008-10-16,-26.452078,149.275738
development/production,suspended/capped/shut-in,2008-10-16,-26.96861,150.358417
exploration,plugged and abandoned,2008-10-17,-21.316159,147.936653
development/production,suspended/capped/shut-in,2008-10-17,-26.845641,150.273169
appraisal/pilot,suspended/capped/shut-in,2008-10-18,-23.085741,144.727177
exploration,suspended/capped/shut-in,2008-10-18,-27.21005,150.733489
development/production,suspended/capped/shut-in,2008-10-18,-25.741008,148.977738
development/production,unknown,2008-10-18,-21.969916,148.086386
exploration,suspended/capped/shut-in,2008-10-19,-27.22703,150.88186
appraisal/pilot,plugged and abandoned,2008-10-20,-23.687075,148.897941
development/production,suspended/capped/shut-in,2008-10-20,-26.850831,150.25715
development/production,suspended/capped/shut-in,2008-10-20,-26.964783,150.364592
development/production,suspended/capped/shut-in,2008-10-20,-26.303286,149.060225
exploration,plugged and abandoned,2008-10-20,-32.51486754,151.0698037
exploration,suspended/capped/shut-in,2008-10-21,-26.357328,149.882763
exploration,plugged and abandoned,2008-10-21,-27.105556,150.551111
development/production,suspended/capped/shut-in,2008-10-22,-25.913653,149.206967
exploration,plugged and abandoned,2008-10-23,-21.319462,147.980257
appraisal/pilot,suspended/capped/shut-in,2008-10-23,-25.993616,148.530763
development/production,producing,2008-10-23,-34.08472522,150.7605281
exploration,plugged and abandoned,2008-10-23,-30.51980344,150.180405
development/production,suspended/capped/shut-in,2008-10-24,-25.726399,148.955342
development/production,suspended/capped/shut-in,2008-10-24,-26.295194,149.069147
exploration,plugged and abandoned,2008-10-25,-28.019619,152.459892
appraisal/pilot,suspended/capped/shut-in,2008-10-25,-26.961394,150.370502
development/production,suspended/capped/shut-in,2008-10-25,-26.843316,150.256994
development/production,producing,2008-10-26,-34.08472522,150.7605281
exploration,plugged and abandoned,2008-10-27,-27.104089,150.551964
exploration,suspended/capped/shut-in,2008-10-27,-27.012686,150.635644
development/production,suspended/capped/shut-in,2008-10-27,-26.288347,149.067663
development/production,producing,2008-10-27,-34.08472522,150.7605281
development/production,producing,2008-10-27,-34.08472522,150.7605281
development/production,producing,2008-10-28,-21.931822,148.074205
development/production,producing,2008-10-28,-21.935794,148.078683
development/production,producing,2008-10-28,-21.924122,148.08848
appraisal/pilot,producing,2008-10-29,-23.089966,144.727316
development/production,unknown,2008-10-29,-21.974455,148.0913
appraisal/pilot,suspended/capped/shut-in,2008-10-29,-26.960717,150.358178
development/production,producing,2008-10-29,-34.08472522,150.7605281
development/production,suspended/capped/shut-in,2008-10-30,-25.826499,148.942027
development/production,producing,2008-10-30,-26.287658,149.058292
exploration,suspended/capped/shut-in,2008-10-31,-26.146525,149.627922
exploration,suspended/capped/shut-in,2008-10-31,-25.446491,148.860272
development/production,producing,2008-10-31,-34.08472522,150.7605281
development/production,suspended/capped/shut-in,2008-11-01,-21.924374,148.088622
development/production,producing,2008-11-01,-34.08472522,150.7605281
development/production,producing,2008-11-01,-34.08472522,150.7605281
development/production,producing,2008-11-02,-21.928013,148.070574
exploration,plugged and abandoned,2008-11-02,-21.292068,147.992387
appraisal/pilot,producing,2008-11-02,-27.217119,151.023947
exploration,plugged and abandoned,2008-11-02,-26.494836,149.364958
development/production,producing,2008-11-02,-26.287902,149.052278
development/production,plugged and abandoned,2008-11-02,-21.930408,148.088508
development/production,producing,2008-11-02,-34.08472522,150.7605281
development/production,producing,2008-11-02,-34.08472522,150.7605281
development/production,producing,2008-11-02,-34.08472522,150.7605281
development/production,suspended/capped/shut-in,2008-11-03,-26.825241,150.263972
appraisal/pilot,suspended/capped/shut-in,2008-11-03,-26.971202,150.368922
development/production,plugged and abandoned,2008-11-03,-21.490861,147.956594
development/production,plugged and abandoned,2008-11-03,-21.490105,147.956058
development/production,producing,2008-11-03,-34.08472522,150.7605281
development/production,producing,2008-11-03,-34.08472522,150.7605281
appraisal/pilot,suspended/capped/shut-in,2008-11-04,-27.405792,150.735675
appraisal/pilot,suspended/capped/shut-in,2008-11-04,-26.4536,149.896852
development/production,producing,2008-11-04,-34.08472522,150.7605281
exploration,plugged and abandoned,2008-11-05,-27.901333,151.1892
exploration,plugged and abandoned,2008-11-05,-32.16363745,150.652345
development/production,producing,2008-11-05,-34.08472522,150.7605281
development/production,producing,2008-11-05,-34.08472522,150.7605281
exploration,suspended/capped/shut-in,2008-11-06,-26.115417,149.572427
development/production,producing,2008-11-06,-26.289311,149.044105
development/production,producing,2008-11-06,-34.08472522,150.7605281
development/production,producing,2008-11-06,-34.08472522,150.7605281
exploration,plugged and abandoned,2008-11-06,-32.20893784,150.4841711
exploration,plugged and abandoned,2008-11-07,-26.084747,149.826749
development/production,suspended/capped/shut-in,2008-11-08,-21.913235,148.058452
appraisal/pilot,suspended/capped/shut-in,2008-11-08,-26.966019,150.374969
appraisal/pilot,suspended/capped/shut-in,2008-11-10,-26.29658,149.779797
exploration,plugged and abandoned,2008-11-10,-27.722255,151.209306
exploration,plugged and abandoned,2008-11-10,-27.110433,150.387719
development/production,producing,2008-11-10,-21.974208,148.091036
development/production,unknown,2008-11-11,-21.976091,148.075035
appraisal/pilot,producing,2008-11-11,-27.201467,151.022733
development/production,suspended/capped/shut-in,2008-11-11,-34.08476028,150.760473
development/production,suspended/capped/shut-in,2008-11-11,-34.08476028,150.760473
exploration,plugged and abandoned,2008-11-12,-21.329345,148.004656
appraisal/pilot,suspended/capped/shut-in,2008-11-12,-23.089722,144.73188
appraisal/pilot,suspended/capped/shut-in,2008-11-12,-26.961544,150.37938
development/production,producing,2008-11-13,-21.832883,148.068638
development/production,suspended/capped/shut-in,2008-11-13,-25.799405,149.064833
development/production,producing,2008-11-15,-21.984708,148.084641
exploration,plugged and abandoned,2008-11-15,-26.687844,148.382905
exploration,plugged and abandoned,2008-11-15,-25.520458,150.092516
exploration,plugged and abandoned,2008-11-16,-23.730052,149.291997
appraisal/pilot,suspended/capped/shut-in,2008-11-16,-27.400253,150.739419
exploration,plugged and abandoned,2008-11-16,-27.11075,150.631663
exploration,suspended/capped/shut-in,2008-11-16,-26.06836,149.545861
development/production,producing,2008-11-17,-21.98006,148.078916
appraisal/pilot,suspended/capped/shut-in,2008-11-17,-26.354667,149.798772
appraisal/pilot,suspended/capped/shut-in,2008-11-17,-26.957181,150.382788
development/production,suspended/capped/shut-in,2008-11-17,-34.08476028,150.760473
development/production,producing,2008-11-18,-21.930652,148.087805
appraisal/pilot,producing,2008-11-19,-21.494186,147.947166
development/production,suspended/capped/shut-in,2008-11-19,-34.08476028,150.760473
development/production,producing,2008-11-21,-21.833689,148.068205
appraisal/pilot,suspended/capped/shut-in,2008-11-21,-23.086069,144.731302
appraisal/pilot,suspended/capped/shut-in,2008-11-21,-26.943241,150.390275
development/production,producing,2008-11-21,-21.940252,148.081735
development/production,producing,2008-11-22,-21.976499,148.075502
exploration,suspended/capped/shut-in,2008-11-23,-26.124952,149.627222
appraisal/pilot,producing,2008-11-23,-27.201528,151.022877
development/production,suspended/capped/shut-in,2008-11-24,-26.84495,150.310497
development/production,producing,2008-11-24,-21.949791,148.080297
exploration,plugged and abandoned,2008-11-24,-26.766375,150.599966
development/production,suspended/capped/shut-in,2008-11-24,-34.08476028,150.760473
development/production,suspended/capped/shut-in,2008-11-24,-34.08476028,150.760473
appraisal/pilot,suspended/capped/shut-in,2008-11-25,-26.291575,149.785705
appraisal/pilot,suspended/capped/shut-in,2008-11-25,-25.489569,148.920505
appraisal/pilot,suspended/capped/shut-in,2008-11-26,-26.947444,150.393602
development/production,suspended/capped/shut-in,2008-11-26,-34.08476028,150.760473
development/production,suspended/capped/shut-in,2008-11-26,-34.08476028,150.760473
development/production,producing,2008-11-27,-21.980483,148.079397
exploration,suspended/capped/shut-in,2008-11-27,-26.085589,149.688205
exploration,unknown,2008-11-27,-26.439122,148.800397
exploration,plugged and abandoned,2008-11-28,-26.153503,149.819269
development/production,suspended/capped/shut-in,2008-11-28,-34.08476028,150.760473
appraisal/pilot,producing,2008-11-29,-27.198577,151.026691
development/production,producing,2008-11-29,-21.943572,148.069988
development/production,unknown,2008-11-29,-21.83362,148.069136
development/production,suspended/capped/shut-in,2008-11-29,-34.08476028,150.760473
development/production,suspended/capped/shut-in,2008-11-29,-34.08476028,150.760473
development/production,suspended/capped/shut-in,2008-11-30,-26.83473,150.263614
development/production,producing,2008-11-30,-27.44355,151.087416
development/production,unknown,2008-12-01,-21.956339,148.088964
appraisal/pilot,suspended/capped/shut-in,2008-12-01,-26.350672,149.808575
exploration,plugged and abandoned,2008-12-01,-27.199144,150.556753
development/production,suspended/capped/shut-in,2008-12-01,-26.904717,150.47321
appraisal/pilot,suspended/capped/shut-in,2008-12-02,-26.276396,149.632245
development/production,producing,2008-12-03,-21.980208,148.079766
development/production,suspended/capped/shut-in,2008-12-04,-21.833589,148.069147
appraisal/pilot,producing,2008-12-04,-27.195622,151.024791
development/production,producing,2008-12-04,-21.949611,148.079991
exploration,plugged and abandoned,2008-12-05,-26.860917,150.150278
development/production,producing,2008-12-06,-21.962264,148.077963
development/production,suspended/capped/shut-in,2008-12-06,-26.8987,150.492572
exploration,plugged and abandoned,2008-12-06,-26.390525,150.118458
exploration,plugged and abandoned,2008-12-08,-26.520422,150.078885
appraisal/pilot,plugged and abandoned,2008-12-08,-32.08757749,151.9545167
appraisal/pilot,suspended/capped/shut-in,2008-12-09,-26.279619,149.624421
development/production,unknown,2008-12-09,-21.956589,148.089261
development/production,suspended/capped/shut-in,2008-12-10,-25.799583,149.0648
development/production,producing,2008-12-11,-21.961939,148.078235
development/production,suspended/capped/shut-in,2008-12-11,-26.884775,150.462044
exploration,plugged and abandoned,2008-12-11,-30.18427782,149.7193639
appraisal/pilot,suspended/capped/shut-in,2008-12-12,-25.291094,148.851067
appraisal/pilot,producing,2008-12-12,-30.66583452,149.6490808
appraisal/pilot,suspended/capped/shut-in,2008-12-13,-26.360525,149.810381
development/production,producing,2008-12-14,-27.105069,150.952103
exploration,suspended/capped/shut-in,2008-12-14,-25.993236,149.642572
development/production,suspended/capped/shut-in,2008-12-15,-26.88221,150.454392
development/production,suspended/capped/shut-in,2008-12-16,-25.799494,149.064817
development/production,producing,2008-12-16,-27.447194,151.105978
exploration,plugged and abandoned,2008-12-16,-29.71038817,152.8198365
appraisal/pilot,plugged and abandoned,2008-12-16,-32.09495111,151.9852885
appraisal/pilot,suspended/capped/shut-in,2008-12-17,-26.285374,149.628149
appraisal/pilot,suspended/capped/shut-in,2008-12-20,-26.94905,150.402128
development/production,suspended/capped/shut-in,2008-12-23,-26.837714,150.273413
appraisal/pilot,plugged and abandoned,2008-12-23,-26.282459,149.615182
appraisal/pilot,suspended/capped/shut-in,2008-12-23,-26.363947,149.802
appraisal/pilot,suspended/capped/shut-in,2008-12-24,-26.952983,150.395805
development/production,suspended/capped/shut-in,2008-12-27,-26.831277,150.270924
appraisal/pilot,suspended/capped/shut-in,2008-12-27,-26.503794,149.633472
appraisal/pilot,suspended/capped/shut-in,2008-12-29,-26.957972,150.390416
appraisal/pilot,suspended/capped/shut-in,2008-12-29,-25.291855,148.928263
appraisal/pilot,suspended/capped/shut-in,2008-12-30,-26.357678,149.804619
appraisal/pilot,suspended/capped/shut-in,2009-01-02,-26.960228,150.396455
development/production,suspended/capped/shut-in,2009-01-02,-26.829291,150.258017
exploration,plugged and abandoned,2009-01-02,-27.164361,150.179291
appraisal/pilot,plugged and abandoned,2009-01-05,-26.085475,149.729063
appraisal/pilot,suspended/capped/shut-in,2009-01-05,-26.224899,149.7111
development/production,suspended/capped/shut-in,2009-01-05,-25.756258,148.896141
development/production,producing,2009-01-06,-21.962783,148.078233
development/production,producing,2009-01-06,-21.966802,148.082655
development/production,unknown,2009-01-06,-21.955519,148.061733
appraisal/pilot,plugged and abandoned,2009-01-06,-32.02231641,151.9764672
development/production,producing,2009-01-07,-21.958158,148.071377
development/production,producing,2009-01-07,-21.948939,148.075649
development/production,producing,2009-01-07,-27.092869,150.940125
development/production,producing,2009-01-07,-27.111936,150.948516
appraisal/pilot,suspended/capped/shut-in,2009-01-07,-26.956114,150.403225
exploration,suspended/capped/shut-in,2009-01-08,-26.683255,148.992294
development/production,producing,2009-01-08,-21.951425,148.083602
development/production,suspended/capped/shut-in,2009-01-08,-26.836722,150.257128
exploration,plugged and abandoned,2009-01-08,-26.448733,148.442939
exploration,plugged and abandoned,2009-01-08,-30.69841127,150.2285419
exploration,suspended/capped/shut-in,2009-01-09,-26.424341,149.664425
development/production,producing,2009-01-09,-21.961325,148.094383
exploration,plugged and abandoned,2009-01-10,-26.390525,150.118522
appraisal/pilot,suspended/capped/shut-in,2009-01-11,-26.963319,150.39043
appraisal/pilot,producing,2009-01-11,-30.67245943,149.6532473
development/production,unknown,2009-01-12,-21.957983,148.071791
exploration,suspended/capped/shut-in,2009-01-12,-26.289064,149.384294
appraisal/pilot,plugged and abandoned,2009-01-12,-32.13271595,151.9443202
development/production,producing,2009-01-13,-27.105131,150.964764
development/production,suspended/capped/shut-in,2009-01-13,-26.221099,149.707069
appraisal/pilot,plugged and abandoned,2009-01-13,-25.994111,149.555472
development/production,producing,2009-01-14,-21.967255,148.08303
exploration,plugged and abandoned,2009-01-14,-26.77336,150.163083
appraisal/pilot,suspended/capped/shut-in,2009-01-14,-26.432777,149.384211
exploration,plugged and abandoned,2009-01-15,-26.295208,148.633308
